"genus" "family" "order"
"Thysanotus_dichotomus" "Thysanotus" "Asparagaceae" "Asparagales"
"Thysanotus_fractiflexus" "Thysanotus" "Asparagaceae" "Asparagales"
"Thysanotus_juncifolius" "Thysanotus" "Asparagaceae" "Asparagales"
"Thysanotus_manglesianus" "Thysanotus" "Asparagaceae" "Asparagales"
"Thysanotus_multiflorus" "Thysanotus" "Asparagaceae" "Asparagales"
"Thysanotus_patersonii" "Thysanotus" "Asparagaceae" "Asparagales"
"Thysanotus_tuberosus" "Thysanotus" "Asparagaceae" "Asparagales"
"Tiarella_cordifolia" "Tiarella" "Saxifragaceae" "Saxifragales"
"Tiarella_unifoliata" "Tiarella" "Saxifragaceae" "Saxifragales"
"Tibetia_himalaica" "Tibetia" "Fabaceae" "Fabales"
"Tibouchina_candolleana" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_floribunda" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_fraterna" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_herbacea" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_lepidota" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_mutabilis" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_ochypetala" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_pulchra" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_scabriuscula" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_stenocarpa" "Tibouchina" "Melastomataceae" "Myrtales"
"Tibouchina_urvilleana" "Tibouchina" "Melastomataceae" "Myrtales"
"Ticodendron_incognitum" "Ticodendron" "Ticodendraceae" "Fagales"
"Ticorea_longiflora" "Ticorea" "Rutaceae" "Sapindales"
"Tidestromia_suffruticosa" "Tidestromia" "Amaranthaceae" "Caryophyllales"
"Tieghemella_africana" "Tieghemella" "Sapotaceae" "Ericales"
"Tieghemella_heckelii" "Tieghemella" "Sapotaceae" "Ericales"
"Tigridia_philippiana" "Tigridia" "Iridaceae" "Asparagales"
"Tilesia_baccata" "Tilesia" "Asteraceae" "Asterales"
"Tilia_americana" "Tilia" "Malvaceae" "Malvales"
"Tilia_amurensis" "Tilia" "Malvaceae" "Malvales"
"Tilia_caroliniana" "Tilia" "Malvaceae" "Malvales"
"Tilia_cordata" "Tilia" "Malvaceae" "Malvales"
"Tilia_dasystyla" "Tilia" "Malvaceae" "Malvales"
"Tilia_endochrysea" "Tilia" "Malvaceae" "Malvales"
"Tilia_euchlora" "Tilia" "Malvaceae" "Malvales"
"Tilia_europaea" "Tilia" "Malvaceae" "Malvales"
"Tilia_henryana" "Tilia" "Malvaceae" "Malvales"
"Tilia_japonica" "Tilia" "Malvaceae" "Malvales"
"Tilia_mandshurica" "Tilia" "Malvaceae" "Malvales"
"Tilia_maximowicziana" "Tilia" "Malvaceae" "Malvales"
"Tilia_miqueliana" "Tilia" "Malvaceae" "Malvales"
"Tilia_mongolica" "Tilia" "Malvaceae" "Malvales"
"Tilia_oliveri" "Tilia" "Malvaceae" "Malvales"
"Tilia_paucicostata" "Tilia" "Malvaceae" "Malvales"
"Tilia_platyphyllos" "Tilia" "Malvaceae" "Malvales"
"Tilia_rubra" "Tilia" "Malvaceae" "Malvales"
"Tilia_speciosa" "Tilia" "Malvaceae" "Malvales"
"Tilia_tomentosa" "Tilia" "Malvaceae" "Malvales"
"Tilia_tuan" "Tilia" "Malvaceae" "Malvales"
"Tilia_x_europaea" "Tilia" "Malvaceae" "Malvales"
"Tiliacora_funifera" "Tiliacora" "Menispermaceae" "Ranunculales"
"Tiliacora_racemosa" "Tiliacora" "Menispermaceae" "Ranunculales"
"Tillandsia_anceps" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_balbisiana" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_bryoides" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_bulbosa" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_capillaris" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_duratii" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_flexuosa" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_grandis" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_monadelpha" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_recurvata" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_tenuifolia" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_tricolor" "Tillandsia" "Bromeliaceae" "Poales"
"Tillandsia_usneoides" "Tillandsia" "Bromeliaceae" "Poales"
"Timonius_avenis" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_borneensis" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_celebicus" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_esherianus" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_finlaysonianus" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_imitans" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_koordersii" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_timon" "Timonius" "Rubiaceae" "Gentianales"
"Timonius_wallichianus" "Timonius" "Rubiaceae" "Gentianales"
"Tina_apiculata" "Tina" "Sapindaceae" "Sapindales"
"Tina_isaloensis" "Tina" "Sapindaceae" "Sapindales"
"Tinantia_anomala" "Tinantia" "Commelinaceae" "Commelinales"
"Tinnea_rhodesiana" "Tinnea" "Lamiaceae" "Lamiales"
"Tinomiscium_petiolare" "Tinomiscium" "Menispermaceae" "Ranunculales"
"Tinospora_bakis" "Tinospora" "Menispermaceae" "Ranunculales"
"Tinospora_caffra" "Tinospora" "Menispermaceae" "Ranunculales"
"Tinospora_fragosa" "Tinospora" "Menispermaceae" "Ranunculales"
"Tinospora_tinosporoides" "Tinospora" "Menispermaceae" "Ranunculales"
"Tipuana_tipu" "Tipuana" "Fabaceae" "Fabales"
"Tiquilia_atacamensis" "Tiquilia" "Boraginaceae" "Boraginales"
"Tiquilia_greggii" "Tiquilia" "Boraginaceae" "Boraginales"
"Tiquilia_nuttallii" "Tiquilia" "Boraginaceae" "Boraginales"
"Tirpitzia_sinensis" "Tirpitzia" "Linaceae" "Malpighiales"
"Tissa_villosa" "Tissa" "Caryophyllaceae" "Caryophyllales"
"Titanopsis_hugo-schlechteri" "Titanopsis" "Aizoaceae" "Caryophyllales"
"Tithonia_calva" "Tithonia" "Asteraceae" "Asterales"
"Tithonia_rotundifolia" "Tithonia" "Asteraceae" "Asterales"
"Tithonia_thurberi" "Tithonia" "Asteraceae" "Asterales"
"Tmesipteris_tannensis" "Tmesipteris" "Psilotaceae" "Psilotales"
"Tococa_aristata" "Tococa" "Melastomataceae" "Myrtales"
"Tococa_caquetana" "Tococa" "Melastomataceae" "Myrtales"
"Tococa_guianensis" "Tococa" "Melastomataceae" "Myrtales"
"Tococa_nitens" "Tococa" "Melastomataceae" "Myrtales"
"Tocoyena_formosa" "Tocoyena" "Rubiaceae" "Gentianales"
"Tocoyena_pittieri" "Tocoyena" "Rubiaceae" "Gentianales"
"Tocoyena_sellowiana" "Tocoyena" "Rubiaceae" "Gentianales"
"Tocoyena_williamsii" "Tocoyena" "Rubiaceae" "Gentianales"
"Todaroa_aurea" "Todaroa" "Apiaceae" "Apiales"
"Toddalia_asiatica" "Toddalia" "Rutaceae" "Sapindales"
"Todea_superba" "Todea" "Osmundaceae" "Osmundales"
"Toechima_dasyrrhache" "Toechima" "Sapindaceae" "Sapindales"
"Toechima_erythrocarpum" "Toechima" "Sapindaceae" "Sapindales"
"Toechima_pterocarpum" "Toechima" "Sapindaceae" "Sapindales"
"Tofieldia_calyculata" "Tofieldia" "Tofieldiaceae" "Alismatales"
"Tofieldia_coccinea" "Tofieldia" "Tofieldiaceae" "Alismatales"
"Tofieldia_pusilla" "Tofieldia" "Tofieldiaceae" "Alismatales"
"Tolmiea_menziesii" "Tolmiea" "Saxifragaceae" "Saxifragales"
"Tolpis_barbata" "Tolpis" "Asteraceae" "Asterales"
"Tolpis_macrorhiza" "Tolpis" "Asteraceae" "Asterales"
"Tolpis_staticifolia" "Tolpis" "Asteraceae" "Asterales"
"Tolpis_succulenta" "Tolpis" "Asteraceae" "Asterales"
"Tolpis_virgata" "Tolpis" "Asteraceae" "Asterales"
"Tonella_tenella" "Tonella" "Plantaginaceae" "Lamiales"
"Tonestus_pygmaeus" "Tonestus" "Asteraceae" "Asterales"
"Tontelea_attenuata" "Tontelea" "Celastraceae" "Celastrales"
"Tontelea_ovalifolia" "Tontelea" "Celastraceae" "Celastrales"
"Toona_australis" "Toona" "Meliaceae" "Sapindales"
"Toona_calantas" "Toona" "Meliaceae" "Sapindales"
"Toona_ciliata" "Toona" "Meliaceae" "Sapindales"
"Toona_sinensis" "Toona" "Meliaceae" "Sapindales"
"Toona_sureni" "Toona" "Meliaceae" "Sapindales"
"Topobea_parasitica" "Topobea" "Melastomataceae" "Myrtales"
"Tordylium_aegyptiacum" "Tordylium" "Apiaceae" "Apiales"
"Tordylium_apulum" "Tordylium" "Apiaceae" "Apiales"
"Tordylium_carmeli" "Tordylium" "Apiaceae" "Apiales"
"Tordylium_maximum" "Tordylium" "Apiaceae" "Apiales"
"Tordylium_officinale" "Tordylium" "Apiaceae" "Apiales"
"Tordylium_syriacum" "Tordylium" "Apiaceae" "Apiales"
"Torilis_arvensis" "Torilis" "Apiaceae" "Apiales"
"Torilis_japonica" "Torilis" "Apiaceae" "Apiales"
"Torilis_leptophylla" "Torilis" "Apiaceae" "Apiales"
"Torilis_nodosa" "Torilis" "Apiaceae" "Apiales"
"Torilis_scabra" "Torilis" "Apiaceae" "Apiales"
"Torilis_tenella" "Torilis" "Apiaceae" "Apiales"
"Torreya_californica" "Torreya" "Taxaceae" "Pinales"
"Torreya_grandis" "Torreya" "Taxaceae" "Pinales"
"Torreya_nucifera" "Torreya" "Taxaceae" "Pinales"
"Torreya_taxifolia" "Torreya" "Taxaceae" "Pinales"
"Torreyochloa_pauciflora" "Torreyochloa" "Poaceae" "Poales"
"Tortula_muralis" "Tortula" "Pottiaceae" "Pottiales"
"Toulicia_eriocarpa" "Toulicia" "Sapindaceae" "Sapindales"
"Toulicia_guianensis" "Toulicia" "Sapindaceae" "Sapindales"
"Toulicia_laevigata" "Toulicia" "Sapindaceae" "Sapindales"
"Toulicia_patentinervis" "Toulicia" "Sapindaceae" "Sapindales"
"Toulicia_pulvinata" "Toulicia" "Sapindaceae" "Sapindales"
"Toulicia_reticulata" "Toulicia" "Sapindaceae" "Sapindales"
"Tournefortia_angustiflora" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_bicolor" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_candidula" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_cuspidata" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_fuliginosa" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_glabra" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_hirsutissima" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_mutabilis" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_psilostachya" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_sarmentosa" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_scandens" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_sibirica" "Tournefortia" "Boraginaceae" "Boraginales"
"Tournefortia_volubilis" "Tournefortia" "Boraginaceae" "Boraginales"
"Touroulia_guianensis" "Touroulia" "Ochnaceae" "Malpighiales"
"Toussaintia_orientalis" "Toussaintia" "Annonaceae" "Magnoliales"
"Tovomita_brevistaminea" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_caloneura" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_calophyllophylla" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_carinata" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_choisyana" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_gracilipes" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_grata" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_guianensis" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_laurina" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_longifolia" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_macrophylla" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_obovata" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_pyrifolia" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_speciosa" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_spruceana" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_stylosa" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_umbellata" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomita_weddeliana" "Tovomita" "Clusiaceae" "Malpighiales"
"Tovomitopsis_membranacea" "Tovomitopsis" "Clusiaceae" "Malpighiales"
"Townsendia_exscapa" "Townsendia" "Asteraceae" "Asterales"
"Townsendia_florifer" "Townsendia" "Asteraceae" "Asterales"
"Townsendia_montana" "Townsendia" "Asteraceae" "Asterales"
"Toxicodendron_acuminatum" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_diversilobum" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_pubescens" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_radicans" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_succedaneum" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_sylvestre" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_trichocarpum" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_vernicifluum" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicodendron_vernix" "Toxicodendron" "Anacardiaceae" "Sapindales"
"Toxicoscordion_exaltatum" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Toxicoscordion_fontanum" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Toxicoscordion_fremontii" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Toxicoscordion_micranthum" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Toxicoscordion_nuttallii" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Toxicoscordion_paniculatum" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Toxicoscordion_venenosum" "Toxicoscordion" "Melanthiaceae" "Liliales"
"Tozzia_alpina" "Tozzia" "Orobanchaceae" "Lamiales"
"Trachelium_caeruleum" "Trachelium" "Campanulaceae" "Asterales"
"Trachelospermum_asiaticum" "Trachelospermum" "Apocynaceae" "Gentianales"
"Trachelospermum_axillare" "Trachelospermum" "Apocynaceae" "Gentianales"
"Trachelospermum_jasminoides" "Trachelospermum" "Apocynaceae" "Gentianales"
"Trachyandra_divaricata" "Trachyandra" "Asphodelaceae" NA
"Trachyandra_falcata" "Trachyandra" "Asphodelaceae" NA
"Trachyandra_hirsutiflora" "Trachyandra" "Asphodelaceae" NA
"Trachyandra_revoluta" "Trachyandra" "Asphodelaceae" NA
"Trachyandra_saltii" "Trachyandra" "Asphodelaceae" NA
"Trachycarpus_fortunei" "Trachycarpus" "Arecaceae" "Arecales"
"Trachymene_australis" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_ceratocarpa" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_coerulea" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_composita" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_cyanopetala" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_dendrothrix" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_ericoides" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_eriocarpa" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_glaucifolia" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_incisa" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_ochracea" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_pilbarensis" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_pilosa" "Trachymene" "Araliaceae" "Apiales"
"Trachymene_stephensonii" "Trachymene" "Araliaceae" "Apiales"
"Trachypogon_spicatus" "Trachypogon" "Poaceae" "Poales"
"Trachyspermum_aethusifolium" "Trachyspermum" "Apiaceae" "Apiales"
"Trachyspermum_scaberulum" "Trachyspermum" "Apiaceae" "Apiales"
"Trachystemon_orientalis" "Trachystemon" "Boraginaceae" "Boraginales"
"Trachystylis_stradbrokensis" "Trachystylis" "Cyperaceae" "Poales"
"Tradescantia_bracteata" "Tradescantia" "Commelinaceae" "Commelinales"
"Tradescantia_fluminensis" "Tradescantia" "Commelinaceae" "Commelinales"
"Tradescantia_occidentalis" "Tradescantia" "Commelinaceae" "Commelinales"
"Tradescantia_ohiensis" "Tradescantia" "Commelinaceae" "Commelinales"
"Tradescantia_virginiana" "Tradescantia" "Commelinaceae" "Commelinales"
"Tradescantia_wrightii" "Tradescantia" "Commelinaceae" "Commelinales"
"Tradescantia_zanonia" "Tradescantia" "Commelinaceae" "Commelinales"
"Traganum_moquinii" "Traganum" "Amaranthaceae" "Caryophyllales"
"Tragia_betonicifolia" "Tragia" "Euphorbiaceae" "Malpighiales"
"Tragia_brevipes" "Tragia" "Euphorbiaceae" "Malpighiales"
"Tragia_incana" "Tragia" "Euphorbiaceae" "Malpighiales"
"Tragia_okanyua" "Tragia" "Euphorbiaceae" "Malpighiales"
"Tragia_ramosa" "Tragia" "Euphorbiaceae" "Malpighiales"
"Tragopogon_buphthalmoides" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_capitatus" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_crocifolius" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_dubius" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_floccosus" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_lamottei" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_orientalis" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_porrifolius" "Tragopogon" "Asteraceae" "Asterales"
"Tragopogon_pratensis" "Tragopogon" "Asteraceae" "Asterales"
"Tragus_australianus" "Tragus" "Poaceae" "Poales"
"Tragus_berteronianus" "Tragus" "Poaceae" "Poales"
"Tragus_mongolorum" "Tragus" "Poaceae" "Poales"
"Tragus_racemosus" "Tragus" "Poaceae" "Poales"
"Trapa_natans" "Trapa" "Lythraceae" "Myrtales"
"Trattinnickia_aspera" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_boliviana" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_burserifolia" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_demerarae" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_glaziovii" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_lancifolia" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_lawrancei" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_peruviana" "Trattinnickia" "Burseraceae" "Sapindales"
"Trattinnickia_rhoifolia" "Trattinnickia" "Burseraceae" "Sapindales"
"Traunsteinera_globosa" "Traunsteinera" "Orchidaceae" "Asparagales"
"Traversia_baccharoides" "Traversia" "Asteraceae" "Asterales"
"Treculia_africana" "Treculia" "Moraceae" "Rosales"
"Treculia_obovoidea" "Treculia" "Moraceae" "Rosales"
"Trema_angustifolia" "Trema" "Cannabaceae" "Rosales"
"Trema_aspera" "Trema" "Cannabaceae" "Rosales"
"Trema_cannabina" "Trema" "Cannabaceae" "Rosales"
"Trema_integerrima" "Trema" "Cannabaceae" "Rosales"
"Trema_lamarckiana" "Trema" "Cannabaceae" "Rosales"
"Trema_micrantha" "Trema" "Cannabaceae" "Rosales"
"Trema_nitida" "Trema" "Cannabaceae" "Rosales"
"Trema_orientalis" "Trema" "Cannabaceae" "Rosales"
"Trema_tomentosa" "Trema" "Cannabaceae" "Rosales"
"Trematolobelia_kauaiensis" "Trematolobelia" "Campanulaceae" "Asterales"
"Trevesia_sundaica" "Trevesia" "Araliaceae" "Apiales"
"Trevoa_quinquenervia" "Trevoa" "Rhamnaceae" "Rosales"
"Triadenum_fraseri" "Triadenum" "Hypericaceae" "Malpighiales"
"Triadenum_virginicum" "Triadenum" "Hypericaceae" "Malpighiales"
"Triadenum_walteri" "Triadenum" "Hypericaceae" "Malpighiales"
"Triadica_cochinchinensis" "Triadica" "Euphorbiaceae" "Malpighiales"
"Triadica_rotundifolia" "Triadica" "Euphorbiaceae" "Malpighiales"
"Triadica_sebifera" "Triadica" "Euphorbiaceae" "Malpighiales"
"Triainolepis_xerophila" "Triainolepis" "Rubiaceae" "Gentianales"
"Triantha_glutinosa" "Triantha" "Tofieldiaceae" "Alismatales"
"Triantha_occidentalis" "Triantha" "Tofieldiaceae" "Alismatales"
"Trianthema_hereroensis" "Trianthema" "Aizoaceae" "Caryophyllales"
"Trianthema_oxycalyptra" "Trianthema" "Aizoaceae" "Caryophyllales"
"Trianthema_parvifolia" "Trianthema" "Aizoaceae" "Caryophyllales"
"Trianthema_portulacastrum" "Trianthema" "Aizoaceae" "Caryophyllales"
"Trianthema_salsoloides" "Trianthema" "Aizoaceae" "Caryophyllales"
"Trianthema_triquetra" "Trianthema" "Aizoaceae" "Caryophyllales"
"Triaspis_glaucophylla" "Triaspis" "Malpighiaceae" "Malpighiales"
"Triaspis_macropteron" "Triaspis" "Malpighiaceae" "Malpighiales"
"Tribonanthes_australis" "Tribonanthes" "Haemodoraceae" "Commelinales"
"Tribonanthes_longipetala" "Tribonanthes" "Haemodoraceae" "Commelinales"
"Tribulocarpus_dimorphanthus" "Tribulocarpus" "Aizoaceae" "Caryophyllales"
"Tribulus_astrocarpus" "Tribulus" "Zygophyllaceae" "Zygophyllales"
"Tribulus_terrestris" "Tribulus" "Zygophyllaceae" "Zygophyllales"
"Tribulus_zeyheri" "Tribulus" "Zygophyllaceae" "Zygophyllales"
"Tricalysia_boiviniana" "Tricalysia" "Rubiaceae" "Gentianales"
"Tricalysia_capensis" "Tricalysia" "Rubiaceae" "Gentianales"
"Tricalysia_coriacea" "Tricalysia" "Rubiaceae" "Gentianales"
"Tricalysia_cryptocalyx" "Tricalysia" "Rubiaceae" "Gentianales"
"Tricalysia_jasminiflora" "Tricalysia" "Rubiaceae" "Gentianales"
"Tricalysia_majungensis" "Tricalysia" "Rubiaceae" "Gentianales"
"Tricalysia_okelensis" "Tricalysia" "Rubiaceae" "Gentianales"
"Trichadenia_philippinensis" "Trichadenia" "Achariaceae" "Malpighiales"
"Trichanthera_gigantea" "Trichanthera" "Acanthaceae" "Lamiales"
"Trichanthodium_baracchianum" "Trichanthodium" "Asteraceae" "Asterales"
"Trichilia_adolfi" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_americana" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_areolata" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_breviflora" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_capitata" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_catigua" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_cipo" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_claussenii" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_dregeana" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_elegans" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_elsae" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_emetica" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_euneura" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_glabra" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_havanensis" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_heudelotii" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_hirta" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_inaequilatera" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_japurensis" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_laxipaniculata" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_lecointei" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_lepidota" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_martiana" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_martineaui" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_maynasiana" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_mazanensis" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_megalantha" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_micrantha" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_micropetala" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_monadelpha" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_moschata" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_obovata" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_pachypoda" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_pallida" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_pittieri" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_pleeana" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_poeppigii" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_prieuriana" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_quadrijuga" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_rubra" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_schomburgkii" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_septentrionalis" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_silvatica" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_solitudinis" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_surinamensis" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_tessmannii" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_trifolia" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_trijuga" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_tuberculata" "Trichilia" "Meliaceae" "Sapindales"
"Trichilia_welwitschii" "Trichilia" "Meliaceae" "Sapindales"
"Trichinium_atriplicifolium" "Trichinium" "Amaranthaceae" "Caryophyllales"
"Trichinium_calostachyum" "Trichinium" "Amaranthaceae" "Caryophyllales"
"Trichinium_erubescens" "Trichinium" "Amaranthaceae" "Caryophyllales"
"Trichinium_exaltatum" "Trichinium" "Amaranthaceae" "Caryophyllales"
"Trichinium_fusiforme" "Trichinium" "Amaranthaceae" "Caryophyllales"
"Trichinium_helipteroides" "Trichinium" "Amaranthaceae" "Caryophyllales"
"Trichipteris_borinquena" "Trichipteris" "Cyatheaceae" "Cyatheales"
"Trichloris_crinita" "Trichloris" "Poaceae" "Poales"
"Trichocentrum_capistratum" "Trichocentrum" "Orchidaceae" "Asparagales"
"Trichocladus_crinitus" "Trichocladus" "Hamamelidaceae" "Saxifragales"
"Trichocladus_ellipticus" "Trichocladus" "Hamamelidaceae" "Saxifragales"
"Trichocline_caulescens" "Trichocline" "Asteraceae" "Asterales"
"Trichodesma_africanum" "Trichodesma" "Boraginaceae" "Boraginales"
"Trichodesma_ambacense" "Trichodesma" "Boraginaceae" "Boraginales"
"Trichodesma_boissieri" "Trichodesma" "Boraginaceae" "Boraginales"
