"la" "ln" "ph" "sla" "ssd" "sm"
"Rosa_sempervirens" 1221.81326263636 NA 1.77041666666667 21.90314236 NA 12.07
"Rosa_sertata" NA NA 2.25 NA NA NA
"Rosa_setigera" 6075 NA 4.8768 NA NA 9.07886811111111
"Rosa_sherardii" 3162 NA 1.640625 NA NA 12.06
"Rosa_soulieana" NA NA NA NA NA 69.09
"Rosa_spinosissima" 154.666666666667 NA 0.995238095238095 16.51453011 NA 20
"Rosa_spithamea" 165.4823077 14.4 0.9 25.277 0.61 0.31
"Rosa_stylosa" 3162 NA 2.63392857142857 NA NA 7.62
"Rosa_subcanina" 261.923333333333 NA 1.73125 10.009500669 NA NA
"Rosa_subcollina" 315.82 NA NA 19.2 NA 15.8377777777778
"Rosa_sweginzowii" NA NA 5 NA NA NA
"Rosa_tomentosa" 1218.66666666667 NA 1.95 10.047883441 NA 10.462
"Rosa_villosa" NA NA 1.35 NA NA 229.342333333333
"Rosa_virginiana" NA NA 1.8288 NA NA NA
"Rosa_webbiana" NA NA 3 NA NA 14.95
"Rosa_woodsii" 1236.14787878788 14.922 1.1751 14.9973576396667 0.574575536 7.51478092857143
"Rosa_xanthina" 1344 21.1725 1.1484375 15.88200529 NA 16.0943333333333
"Rosenbergiodendron_formosum" 812.3226001 29.175661 8.43 NA NA 25
"Rosenia_humilis" NA NA NA NA NA 0.51
"Roseodendron_donnell-smithii" NA NA NA 40.257 0.4 6.28
"Rosmarinus_eriocalyx" NA NA 2 NA NA NA
"Rosmarinus_officinalis" 27.5877507202298 17.3601762317778 1.02805625 11.5382900590237 0.325330330597222 1.05555555555556
"Rossioglossum_ampliatum" NA 11.4 NA NA NA NA
"Rostkovia_magellanica" NA 21.2 NA NA NA 0.33
"Rostraria_cristata" 238.5375 16.0167288069795 0.248238095238095 13.1922528425079 0.313369889960167 0.205
"Rostraria_pumila" 133 NA 0.3 29.12 NA 0.054
"Rosularia_libanotica" NA NA NA NA NA 0.06
"Rotala_fluitans" NA NA NA NA NA 0.01
"Rotala_occultiflora" NA NA NA NA NA 0.01
"Rotala_ramosior" NA NA NA NA NA 0.011
"Rotheca_myricoides" NA NA NA NA NA 58.26
"Rotheca_sansibarensis" NA NA NA NA NA 24.53
"Rothia_indica" NA NA NA NA NA 0.71
"Rothmannia_capensis" NA NA NA NA NA 37.84
"Rothmannia_engleriana" 5805.08 NA NA NA NA NA
"Rothmannia_exaltata" NA NA NA NA NA NA
"Rothmannia_fischeri" 2072.19 NA NA NA 0.744765 88.5
"Rothmannia_globosa" 1640 30.785 NA 15.39 NA 57.38
"Rothmannia_manganjae" 4108.37 NA NA NA NA NA
"Rothmannia_urcelliformis" NA NA NA NA 0.538125 79.49
"Rottboellia_cochinchinensis" NA NA NA NA NA 16.63
"Rotula_aquatica" NA 17.36667 NA NA NA 3.78
"Roucheria_calophylla" 3000 NA NA NA 0.88 NA
"Roucheria_columbiana" 5907.5882825 15.5133333333333 20 8.3296709335 0.77 NA
"Roucheria_laxiflora" 9500 NA NA NA NA NA
"Roucheria_monsalveae" NA NA NA NA NA 511.61854
"Roucheria_schomburgkii" 3000 10.1 NA 11.13585746 NA NA
"Roupala_glabrata" NA NA NA NA 0.83 NA
"Roupala_impressiuscula" 2370 12.89473684 NA NA NA NA
"Roupala_monosperma" NA 7.86 NA 4.330879168 NA NA
"Roupala_montana" 6781.33625035 10.7569221437956 16.9286666666667 7.658515312 0.767727777666667 47
"Rourea_amazonica" NA NA NA NA NA 225
"Rourea_cuspidata" 9500 NA NA NA NA NA
"Rourea_diversifolia" NA NA NA NA NA NA
"Rourea_glabra" 3100.00050277778 15.57404078 NA 15.694325808 NA NA
"Rourea_minor" 1105.5 16.48496468 NA 22.93646958 NA 284
"Rourea_orientalis" NA NA NA NA NA 187.76
"Rourea_surinamensis" 1174.9184095 NA NA NA NA NA
"Rouya_polygama" NA NA 0.2 NA NA NA
"Roycea_pycnophylloides" NA NA NA NA NA 2.2
"Roystonea_borinquena" NA NA 22.86 NA NA 68.93433
"Roystonea_regia" NA NA 40.2336 NA NA 479.337222222222
"Ruagea_glabra" 4910.39133333333 NA NA 15.8537783166667 NA NA
"Ruagea_insignis" 5972.17327433333 33.7109264575 35 28.27610606 0.47 NA
"Ruagea_subviridiflora" NA 18.06 NA 6.68002672 NA NA
"Rubia_agostinhoi" NA NA 4 NA NA NA
"Rubia_cordifolia" 616.8 24.265 1.5 NA 0.167662109965333 4.1
"Rubia_deserticola" NA NA NA NA NA 19.37
"Rubia_fruticosa" NA NA 1.5 NA NA NA
"Rubia_horrida" NA NA NA NA NA 0.47
"Rubia_laurae" NA NA 0.2 NA NA NA
"Rubia_peregrina" 205.6 17.536108 0.893020833333333 14.7425291007143 NA 19.4018388611111
"Rubia_sylvatica" 450.05 18.85580002 0.3 40.5705117266667 0.171572396069333 NA
"Rubia_tenuifolia" NA NA 1.5 NA NA 59.5
"Rubia_tibetica" NA NA 0.25 NA NA NA
"Rubia_tinctorum" 615.32 NA 0.65 17.436 0.172346666666667 23.3
"Rubus" NA NA NA NA NA NA
"Rubus_accrescens" NA NA NA NA NA 2.55
"Rubus_adenanthoides" NA NA NA NA NA 2.27
"Rubus_adenothallus" NA NA NA NA NA 1.5
"Rubus_adspersus" NA NA 1.5 NA NA NA
"Rubus_alceifolius" 23587.70826 27.18372583 NA 28.19247999 0.3499 1.08
"Rubus_allegheniensis" 1889.8185 30.3 1.5394 35.589230228 NA 2.15290111111111
"Rubus_alumnus" NA NA 1.524 NA NA 1.646904
"Rubus_amabilis" NA NA 2.5 NA NA NA
"Rubus_anglocandicans" NA NA NA NA NA 2.5
"Rubus_anisacanthus" NA NA NA NA NA 2.3
"Rubus_apetalus" 2730 NA NA NA NA 2.12
"Rubus_arcticus" 1785.240833425 19.075 0.3024 29.62873447 NA 1.677402
"Rubus_argutus" 1700.3 17.6 1.49968 14.673141208 NA NA
"Rubus_armeniacus" NA NA 1.75 NA NA NA
"Rubus_baileyanus" NA NA 1.524 NA NA NA
"Rubus_bartonii" NA NA NA NA NA 2.43
"Rubus_bertramii" NA NA NA NA NA 2.78
"Rubus_bifrons" NA NA 1.375 NA 0.280176666666667 NA
"Rubus_bogotensis" NA NA NA NA NA 9.5
"Rubus_bucknallii" NA NA NA NA NA 2.25
"Rubus_buergeri" 3868 NA NA NA NA 0.85
"Rubus_bushii" NA NA NA NA NA NA
"Rubus_caesius" 7108.31355161667 20.22681884 0.548285714285714 20.9645454969304 0.2640384007 4.69707497857143
"Rubus_calvatus" NA NA NA NA NA 3.17
"Rubus_camptostachys" NA NA 0.4 NA NA NA
"Rubus_canadensis" NA NA NA NA NA 2.40042857142857
"Rubus_canescens" 883.710225 27.5 2.40161111111111 18.3729538206944 NA 5.745
"Rubus_cardiophyllus" NA NA NA NA NA 3.06
"Rubus_caucasicus" NA NA NA NA NA 1.4
"Rubus_chamaemorus" 2395.54231482593 24.6906027276853 0.14013125 14.9388967216541 0.231622498 7.455
"Rubus_chingii" NA NA NA NA NA 1
"Rubus_cissburiensis" NA NA NA NA NA 2.09
"Rubus_clivicola" 4842.54 17.3 NA 29.86272817 0.252550669058667 NA
"Rubus_cochinchinensis" NA NA 0.8 NA NA 2.23
"Rubus_columellaris" 2300.4 20.62151232 1 32.65631431 0.230471607256 NA
"Rubus_corchorifolius" 2098.95 20.8684129966667 2.5 29.185320355 NA 0.5
"Rubus_coreanus" NA NA NA NA NA 1.2
"Rubus_cotteswoldensis" NA NA NA NA NA 2.26
"Rubus_crataegifolius" NA 25.675 1.65 NA NA 0.7
"Rubus_criniger" NA NA NA NA NA 2.02
"Rubus_cuneifolius" 2266.33333333333 NA 0.635455555555556 11.7142365055 NA NA
"Rubus_dasycoccus" NA NA NA NA NA 1.99
"Rubus_dasyphyllus" NA NA NA NA NA 2.71
"Rubus_dethardingii" NA NA 0.9 NA NA NA
"Rubus_distractiformis" NA NA NA NA NA 2.38
"Rubus_divaricatus" NA NA 1.25 NA NA NA
"Rubus_ellipticus" 3360 NA NA 15.600624 NA 0.445
"Rubus_errabundus" NA NA NA NA NA 3.11
"Rubus_eustephanos" NA NA NA NA NA 0.3
"Rubus_eustephanus" NA NA NA NA NA 0.3
"Rubus_fabrimontanus" NA NA 0.5 NA NA NA
"Rubus_fasciculatus" NA NA 1.25 NA NA NA
"Rubus_ferocior" NA NA 0.4 NA NA NA
"Rubus_flagellaris" NA NA 0.9144 NA NA 3.174703
"Rubus_flosculosus" NA NA 2.75 NA NA NA
"Rubus_formosensis" NA NA NA NA NA 0.6
"Rubus_fraxinifolius" 1365 NA NA NA NA NA
"Rubus_glabratus" NA NA NA NA NA 3.7
"Rubus_glaucifolius" NA NA NA NA NA 0.351
"Rubus_glaucus" NA NA NA NA NA 1.7
"Rubus_gothicus" NA NA 0.65 NA NA NA
"Rubus_grabowskii" NA NA 1.5 NA NA NA
"Rubus_gracilis" NA NA 1.4 NA NA NA
"Rubus_gratus" NA NA 1 NA NA 3.21
"Rubus_guentheri" NA NA 0.2 NA NA NA
"Rubus_hawaiensis" NA 29.5 NA 26.5615522 NA 1.5
"Rubus_hayata-koidzumii" NA NA NA NA NA 0.8
"Rubus_hillii" 2457.42019444444 NA 0.416666666666667 17.04664253 NA NA
"Rubus_hirsutus" NA NA NA NA NA 0.3
"Rubus_hispidus" NA 19.76 0.6096 14.4397843 NA 2.9
"Rubus_hoffmeisterianus" NA NA NA NA NA 0.9
"Rubus_humilifolius" NA 19.8229722216666 NA NA 0.300508102586667 NA
"Rubus_hylocharis" NA NA NA NA NA 1.75
"Rubus_hypomalacus" NA NA 0.75 NA NA NA
"Rubus_ichangensis" 7751.5 14.8965957433333 NA 18.06963698 0.315738678754667 NA
"Rubus_idaeus" 1969.44817460317 22.5930122126667 1.39355757575758 24.0629914225623 NA 1.55817998809524
"Rubus_infestus" NA NA 0.75 NA NA NA
"Rubus_innominatus" NA 26.9 NA 20 NA 0.7
"Rubus_intensior" NA NA NA NA NA 3.25
"Rubus_irenaeus" 5750.5 14.32844651 0.25 17.1620048 0.295548191197333 NA
"Rubus_kawakamii" NA NA NA NA NA 0.8
"Rubus_koehleri" NA NA 0.65 NA NA NA
"Rubus_laciniatus" NA NA 2.7038 NA NA 3.596943
"Rubus_lambertianus" 1723.9892 NA NA NA NA 1
"Rubus_lamprocaulus" NA NA 0.5 NA NA NA
"Rubus_lasiostylus" NA NA NA NA NA 0.7
"Rubus_leyanus" NA NA NA NA NA 2.58
"Rubus_lindleianus" NA NA NA NA NA 2.62
"Rubus_lippaianus" NA NA NA NA NA 2.3
"Rubus_lobatidens" NA NA 1.25 NA NA NA
"Rubus_macrophyllus" NA NA 1.15 NA NA NA
"Rubus_malifolius" 2100.3 12.81224662 NA 26.2924643 0.283513494946667 NA
"Rubus_mallotifolius" NA NA NA NA NA 0.95
"Rubus_mananensis" NA NA NA NA NA 3.32
"Rubus_megalococcus" NA NA NA NA NA 24.2
"Rubus_mesogaeus" NA NA 4 NA NA NA
"Rubus_microphyllus" NA NA NA NA NA 0.7
"Rubus_mollis" NA NA 0.4 NA NA NA
"Rubus_montanus" NA NA 2 NA NA NA
"Rubus_moorei" 1475.9964 NA 0.5 25.5330154 NA NA
"Rubus_nebulosus" 1166.666667 NA NA NA NA NA
"Rubus_nemoralis" NA NA 1.5 NA NA 2.67
"Rubus_nemorosus" NA NA 0.55 NA NA NA
"Rubus_nessensis" NA NA 1.25 NA NA NA
"Rubus_newbouldii" NA NA NA NA NA 2.08
"Rubus_niveus" NA NA NA NA NA 1.2
"Rubus_nubigenus" NA NA NA NA NA 7.4
"Rubus_occidentalis" 2788.48333333333 20.32 1.0668 30.8562469 NA 1.20384355555555
"Rubus_odoratus" NA 28 1.512 NA NA 0.912886
"Rubus_opacus" NA NA 2 NA NA NA
"Rubus_orthostachys" NA NA 0.4 NA NA NA
"Rubus_painteri" NA NA NA NA NA 2.17
"Rubus_pallidus" NA NA 0.2 NA NA NA
"Rubus_paniculatus" 6062.88387633333 22.76018381 NA 13.33890907 0.3370445956 NA
"Rubus_parviflorus" 11573.479875 21.9 1.5096 44.936 0.65 1.3688665
"Rubus_parvifolius" 368.27745 21.134158104 1.2625 24.4101066049167 NA 1
"Rubus_pedemontanus" NA NA 0.2 NA NA NA
"Rubus_pensilvanicus" 21718.4333333333 NA NA 30.956 NA NA
"Rubus_phoenicolasius" 15640.0333333333 NA 2.5 27.6803333333333 NA NA
"Rubus_pileatus" NA NA 2 NA NA NA
"Rubus_placidus" NA NA 0.3 NA NA NA
"Rubus_platyacanthus" NA NA 1.5 NA NA NA
"Rubus_plicatus" 10240.625 18.1333333333333 1.3 21.4813636363636 NA NA
"Rubus_pluribracteatus" NA NA NA NA NA 0.7
"Rubus_porphyrocaulis" NA NA NA NA NA 2.25
"Rubus_praecox" NA NA NA NA NA 2.79346296296296
"Rubus_pringlei" NA NA NA NA NA 1.65
"Rubus_proiectus" 8330.454 19.61 NA 14.199797106 0.2973889912472 NA
"Rubus_pruinosus" NA NA 0.4 NA NA NA
"Rubus_pubescens" 6075 NA NA NA NA 2.4
"Rubus_pungens" NA NA 1.75 NA NA NA
"Rubus_pyramidalis" NA NA 0.4 NA NA NA
"Rubus_radula" NA NA 0.65 NA NA NA
"Rubus_robiae" NA NA NA NA NA 2.19
"Rubus_roseus" NA NA NA NA NA 2.4
"Rubus_rosifolius" 716.9215 27.1 0.7 23.959264155 NA 0.318170833333333
"Rubus_rudis" NA NA 0.4 NA NA NA
"Rubus_sanctus" NA NA 3 NA NA NA
"Rubus_saxatilis" 4768.1663889 20.3275726693651 0.218715277777778 29.2395247633333 0.3 9.86697916666667
"Rubus_scaber" NA NA 0.2 NA NA NA
"Rubus_schleicheri" NA NA 0.2 NA NA NA
"Rubus_scissus" NA NA 0.75 NA NA NA
"Rubus_senticosus" NA NA 1.75 NA NA NA
"Rubus_ser._canescentes_h.e._weber" NA NA NA NA NA NA
"Rubus_setchuenensis" NA NA NA NA NA 0.5
"Rubus_silvaticus" NA NA 0.35 NA NA NA
"Rubus_sorbicus" NA NA 1 NA NA NA
"Rubus_species" NA NA NA NA NA NA
"Rubus_spectabilis" NA NA 2.38586666666667 NA NA 3.18181877777778
"Rubus_sprengelii" NA NA 0.65 NA NA 1.45
"Rubus_steudneri" 6552 NA NA NA NA NA
"Rubus_subtercanens" NA NA NA NA NA 2.87
"Rubus_sulcatus" NA NA 2.75 NA NA NA
"Rubus_swinhoei" 1534 NA 4 25.21432173 NA 1
"Rubus_tephrodes" NA NA NA NA NA 1.63
"Rubus_tereticaulis" NA NA 0.2 NA NA NA
"Rubus_trelleckensis" NA NA NA NA NA 2.81
"Rubus_trivialis" NA NA NA NA NA 2.43
"Rubus_tuberculatus" NA NA NA NA NA 3.64
"Rubus_ulmifolius" 4944.12882222424 20.4 1.05617777777778 16.3900845863896 NA NA
"Rubus_ulmilifolius" NA NA NA NA NA NA
"Rubus_ursinus" 1473.29055555556 20.1 1.03431111111111 23.1041336840889 0.42 1.5394386
"Rubus_urticifolius" NA NA NA NA NA 1.35916666666667
"Rubus_vestitus" 2594.61924825326 24.8616872277143 1.80284722222222 25.0550647277843 0.25965100425 2.58095238095238
"Rubus_vigorosus" NA NA 1.75 NA NA NA
"Rubus_vulgaris" NA NA 1.75 NA NA NA
"Rubus_wallichianus" NA NA NA NA NA 0.5
"Rubus_wirralensis" NA NA NA NA NA 2.3
"Rubus_xanthocarpus" 5166.875 23.63341772 0.6 28.43423031 0.198776944944 NA
"Rudbeckia_amplexicaulis" NA 22.63 0.6096 34.72222222 NA 0.283062
"Rudbeckia_californica" NA NA NA NA NA 2.306
"Rudbeckia_fulgida" NA NA NA NA NA 0.5
"Rudbeckia_glaucescens" NA NA NA NA NA 0.944
"Rudbeckia_grandiflora" NA NA NA NA NA 5.2
"Rudbeckia_hirta" 594.693836898396 26.0575238888889 0.3016 17.1806388357425 0.189586659307469 0.873607246753247
"Rudbeckia_humilis" NA NA NA NA NA NA
"Rudbeckia_laciniata" 6586.5 NA 1.889872 17.16105555 NA 2.33485020833333
"Rudbeckia_maxima" NA NA 2.98704 NA NA 3.35096633333333
"Rudbeckia_missouriensis" NA NA 0.384 11.15394529 0.199054048056 0.5074
"Rudbeckia_nitida" NA NA 1.524 NA NA 0.832534
"Rudbeckia_occidentalis" NA NA NA NA NA 1.5
"Rudbeckia_subtomentosa" NA NA NA NA NA 0.94
"Rudbeckia_texana" NA NA NA NA NA 6.26
"Rudbeckia_triloba" NA NA NA NA NA 0.77
"Rudgea_bremekampiana" 33472.875 22.1069885 NA 19.1223928 NA NA
"Rudgea_cornifolia" 3543.8 NA NA 15.14444444 NA NA
"Rudgea_graciliflora" 3000 NA NA NA NA NA
"Rudgea_lanceifolia" 18371.56754378 NA 12 NA NA NA
"Rudgea_longiflora" NA 16.2 NA NA NA NA
"Rudgea_panurensis" 859.8333333 22.2974109175 NA 28.30326298 NA NA
"Rudgea_stipulacea" NA 22.9 NA NA NA NA
"Rudgea_viburnoides" NA NA NA NA 0.57 NA
"Rudgea_villiflora" 3363 NA NA NA NA NA
"Ruellia_brandbergensis" NA NA NA NA NA 4.87
"Ruellia_diversifolia" NA NA NA NA NA 0.65
"Ruellia_geminiflora" NA NA NA NA NA 5.68
"Ruellia_humilis" 582.25 21.185 0.46224 17.3421929535714 0.554412785 3.917962
"Ruellia_linearibracteolata" NA NA NA NA NA 2.11
"Ruellia_lyrata" NA NA NA NA NA NA
"Ruellia_nudiflora" NA NA NA NA NA 1.98
"Ruellia_patula" NA NA NA NA NA 2.74
"Ruellia_strepens" NA 24.43 1.09728 15.60165975 NA 2.58988733333333
"Ruelliopsis_damarensis" NA NA NA NA NA 23.42
"Ruizodendron_ovale" 7612.494511 25.4501001666667 25 18.092095148 0.81 NA
"Ruizterania_cassiquiarensis" 9500 NA NA NA NA 44
"Ruizterania_retusa" 700 NA NA NA 0.705 NA
"Ruizterania_trichanthera" 3000 NA NA NA NA NA
"Rulingia_craurophylla" NA NA NA NA NA 0.75
"Rulingia_dasyphylla" NA NA NA NA NA 2.61
"Rulingia_hermanniifolia" NA NA NA NA NA 0.93
"Rulingia_magniflora" NA 13.8 NA NA NA NA
"Rulingia_salviifolia" NA 18.5 NA NA NA NA
"Rumex" NA NA NA NA NA NA
"Rumex_abyssinicus" NA NA NA NA NA 1.42
"Rumex_acetosa" 2974.24408985714 29.8220251734814 0.640362097304405 31.8678201803838 0.129480121854064 0.744925333333333
"Rumex_acetosella" 215.953042325115 33.9662027909375 0.188381696428571 20.257322412707 0.129021554884 0.425922406862745
"Rumex_alpestris" 5268.2954165 43.0153245 0.468083333333333 30.4343333333333 0.135370205862667 0.76
"Rumex_alpestris_subsp._lapponicus" NA NA NA NA NA NA
"Rumex_alpinus" 39887.196875 55.08824 0.466666666666667 20.207 0.167621784 NA
"Rumex_altissimus" NA NA NA 20.57613169 NA 1.9625
"Rumex_aquaticus" 31234.2 35.52801 0.836775 25.094 0.145932349333333 1.92690616666666
"Rumex_britannica" NA NA NA NA NA NA
"Rumex_brownii" 1000 NA 1 12.92 NA 1.10366666666667
"Rumex_bucephalophorus" NA NA 0.158883333333333 56.37149262 NA 0.813333333333333
"Rumex_confertus" 14724.23333 NA NA NA 0.148326464984 2.66
"Rumex_conglomeratus" 3676 NA 0.661666666666667 22 0.174275333333333 1.45553214285714
"Rumex_crispus" 35097.2458333333 25.3042 0.926339285714286 42.6984420708333 0.144629142030182 1.73843857142857
"Rumex_cristatus" NA NA 0.65 NA NA NA
"Rumex_crystallinus" 1000 NA 0.5 16.1 NA 0.2113
"Rumex_cyprius" NA NA NA NA NA 4.09
"Rumex_densiflorus" 9664 NA NA 15.9839770744444 NA 0.87
"Rumex_dentatus" NA NA NA NA NA 1.1
"Rumex_dumosus" NA NA NA NA NA 2.44
"Rumex_frutescens" NA NA 0.25 NA NA NA
"Rumex_garipensis" NA NA NA NA NA 0.17
"Rumex_gmelinii" NA 26.072 NA NA NA NA
"Rumex_hastatulus" NA NA NA NA NA 0.43
"Rumex_hydrolapathum" 104196.731428571 NA 1.5725 15.6657142857143 0.156802114285714 3.38770625
"Rumex_hymenosepalus" NA NA NA NA NA 9.488
"Rumex_intermedius" 525 NA 1 NA NA NA
"Rumex_japonicus" NA NA NA NA NA 1.37
"Rumex_lanceolatus" NA NA NA NA NA 1.43
"Rumex_longifolius" 31623 NA 0.8375 29.917 0.125883333333333 2.130775
"Rumex_lunaria" 1683 21.44268 1.4 10.709465625 NA NA
"Rumex_maderensis" NA NA 0.8 NA NA NA
"Rumex_maricola" NA NA NA NA NA 2.01
"Rumex_maritimus" 17626.1357142857 NA 0.6399 35.8451603436364 0.140133424761904 0.5846974
"Rumex_nebroides" NA NA 0.55 NA NA NA
"Rumex_nepalensis" NA NA NA NA NA 1.65
"Rumex_nervosus" NA NA NA NA NA 1.16
"Rumex_nivalis" NA NA 0.0625 NA NA NA
"Rumex_obtusifolius" 16109.0814285714 34.003202035 0.632041666666667 30.1743638453846 0.140714195555556 1.35813461538462
"Rumex_occidentalis" NA NA NA NA NA 2.63
"Rumex_palustris" 16664.666 NA 0.681666666666667 23.525 0.180105517333333 0.77225625
"Rumex_pamiricus" NA NA NA NA NA 1.36
"Rumex_patientia" 31623 NA 1.37857142857143 NA NA 1.9
"Rumex_persicarioides" NA NA NA NA NA 0.15
"Rumex_pictus" 415 NA NA NA NA 0.75
"Rumex_pseudo-alpinus" NA NA 0.6715 NA 0.192313590898667 NA
"Rumex_pseudonatronatus" NA NA NA NA NA 0.61
"Rumex_pulcher" 3162 NA 0.728958333333333 54.7 NA 3.26950508035715
"Rumex_rothschildianus" NA NA NA NA NA 3.68
"Rumex_rugosus" NA NA 0.45 NA NA NA
"Rumex_rupestris" 3162 NA 0.633333333333333 NA NA 1.81291666666667
"Rumex_sagittatus" NA NA NA NA NA 1.69
"Rumex_salicifolius" NA NA NA NA NA 1.11
"Rumex_sanguineus" 3948 NA 0.799166666666667 25 0.190406 0.929586111111111
"Rumex_scutatus" NA NA 0.23375 NA 0.116630430092533 1.60633333333333
"Rumex_stenophyllus" 5345.2415 NA 0.55 23.6285 0.147001532 0.988666666666667
"Rumex_thyrsiflorus" 3050.5 NA 0.330666666666666 16.18561707 0.13508132 0.70875
"Rumex_thyrsoides" NA NA NA NA NA 1.07
"Rumex_tianschanicus" NA NA NA NA NA 0.54
"Rumex_transitorius" NA NA NA NA NA 1.236
"Rumex_triangulivalvis" NA NA NA NA NA 0.654
"Rumex_tuberosus" NA NA 0.2 NA NA 0.5
"Rumex_ucranicus" NA NA NA NA NA 0.2
"Rumex_usambarensis" NA NA NA NA NA 1
"Rumex_utahensis" NA NA 0.2 NA NA NA
"Rumex_venosus" NA NA NA NA NA 13
"Rumex_verticillatus" NA 15.68 NA 15.369788805 NA 1.1
"Rumex_vesicarius" 1500 NA 0.2 NA NA 10.93
"Rumohra_adiantiformis" 78.1748533333333 NA 2.65 14.1354236166667 NA NA
"Rupertia_physodes" NA NA NA NA NA 26.36
"Ruppia_cirrhosa" 55.42 NA 0.3 46.338 0.193335469333333 NA
"Ruppia_maritima" 44.176 NA 0.18048 50.57 0.194646261333333 NA
"Ruprechtia_apetala" NA NA NA NA 0.6603 25.74
"Ruprechtia_coriacea" NA NA NA NA NA 31
"Ruprechtia_exploratricis" NA NA NA NA 0.7 NA
"Ruprechtia_fusca" NA 27.25 NA 28.0705 0.625 40.24
"Ruprechtia_laxiflora" NA NA NA NA 0.586 NA
"Ruprechtia_ramiflora" 675 NA NA NA NA NA
"Ruprechtia_tangarana" 5932.82878066667 NA NA NA NA NA
"Ruptiliocarpon_caracolito" 9500 14.483085 NA 9.5863153855 NA NA
"Ruschia_axthelmiana" NA NA NA NA NA 21.93
"Ruschia_barnardii" NA NA NA NA NA 24.26
"Ruschia_bolusiae" NA NA NA NA NA 0.3
"Ruschia_brakdamensis" NA NA NA NA NA 4.73
"Ruschia_canonotata" NA NA NA NA NA 0.14
"Ruschia_caroli" NA NA NA NA NA 13.53
"Ruschia_centrocapsula" NA NA NA NA NA 7.62
"Ruschia_cymosa" NA NA NA NA NA 0.78
"Ruschia_densiflora" NA NA NA NA NA 0.32
"Ruschia_derenbergiana" NA NA NA NA NA 0.18
"Ruschia_dichroa" NA NA NA NA NA 195.47
"Ruschia_divaricata" NA NA NA NA NA 8.12
"Ruschia_karrooica" 226.8 NA NA NA NA NA
"Ruschia_macowanii" NA NA NA NA NA 0.34
"Ruschia_muelleri" NA NA NA NA NA 42.46
"Ruschia_multiflora" NA NA NA NA NA 0.7
"Ruschia_muricata" NA NA NA NA NA 13.42
"Ruschia_odontocalyx" NA NA NA NA NA 36.09
"Ruschia_promontorii" NA NA NA NA NA 0.27
"Ruschia_rigidicaulis" NA NA NA NA NA 0.35
"Ruschia_rubricaulis" NA NA NA NA NA 0.27
"Ruschia_rupicola" NA NA NA NA NA 52.4
"Ruschia_subpaniculata" NA NA NA NA NA 0.21
"Ruschia_tumidula" NA NA NA NA NA 30.67
"Ruschia_uncinata" NA NA NA NA NA 15.25
"Ruschia_versicolor" NA NA NA NA NA 0.2
"Ruschia_viridifolia" NA NA NA NA NA 11.44
"Ruscus_aculeatus" 668.195252527273 26.907275 0.7086 15.8028444316667 NA 198.396666666667
"Ruscus_hypoglossum" NA NA 0.575 NA 0.200212869970257 146.8
"Ruscus_hypophyllum" 3275 NA 0.75 NA NA NA
"Ruscus_microglossus" NA NA 0.6 NA NA NA
"Russelia_obtusata" NA NA NA NA NA 0.1
"Rustia_formosa" NA 21.1375 NA NA NA NA
"Ruta_angustifolia" NA NA 0.57 NA NA 0.754
"Ruta_chalepensis" NA NA 0.633333333333333 NA NA 1.4
"Ruta_corsica" NA NA 0.45 NA NA NA
"Ruta_graveolens" NA NA 0.53125 NA NA 2.05813333333333
"Ruta_lamarmorae" NA NA NA NA NA 0.8
"Ruta_linifolia" 75 NA NA NA NA NA
"Ruta_montana" 525 NA 0.75 NA NA 1.11
"Ruta_obtusifolia" 5.893005995 NA NA 4.569454951 0.430513455352 NA
"Rutidea_fuscescens" NA NA NA NA NA 43.36
"Rutidea_olenotricha" 4594 NA NA NA NA NA
"Rutidea_orientalis" 4126 NA NA NA NA NA
"Rutidosis_helichrysoides" 72.8906666666667 NA 0.35 21.6608547 NA 0.211933333333333
"Rutidosis_heterogama" NA NA NA NA NA 0.13
"Rutidosis_leptorhynchoides" NA NA NA NA NA 1.5
"Ruttya_fruticosa" NA NA NA NA NA 56.78
"Ruttya_ovata" NA NA NA NA NA 30.05
"Ruyschia_tremadena" 1650 NA NA NA NA NA
"Ryania_speciosa" 6840.139372875 28.4 12.1071428571429 19.7092865075 NA NA
"Rydingia_limbata" NA NA NA NA NA 4.5
"Ryparosa_caesia" NA NA NA NA 0.57 NA
"Ryparosa_fasciculata" NA NA NA NA 0.62 NA
"Ryparosa_hirsuta" 32372.31156 14.6818281133333 25 19.538661815 0.202694507 NA
"Ryparosa_hullettii" 13113.61894 20.93916312 10 24.62091159 0.397095359 NA
"Ryparosa_javanica" NA NA NA NA 0.45 NA
"Ryparosa_kunstleri" NA NA NA NA 0.53 NA
"Ryparosa_micromera" NA NA NA NA 0.7 NA
"Ryparosa_multinervosa" NA NA NA NA 0.6 NA
"Ryparosa_wallichii" NA NA NA NA 0.69 NA
"Ryparosa_wrayi" NA NA NA NA 0.49 NA
"Rytidosperma_biannulare" NA NA NA NA NA 0.46
"Rytidosperma_caespitosum" 321.611366666667 NA 0.55 5.72860155575 NA NA
"Rytidosperma_clavatum" 72.30066 NA 0.4 10.15143222 NA NA
"Rytidosperma_nudiflorum" NA NA NA NA NA 1.275
"Rytidosperma_pictum" NA 11.64 0.052 NA NA NA
"Rytidosperma_pilosum" NA NA NA NA NA 0.64
