"la" "ln" "ph" "sla" "ssd" "sm"
"Aphanes_microcarpa" NA NA 0.028538769 44.23497063 NA 0.1302718
"Aphanisma_blitoides" NA NA NA NA NA 0.248
"Aphanocalyx_heitzii" NA NA NA NA 0.446491358235294 NA
"Aphanopetalum_clematideum" NA NA NA NA NA 4.05
"Aphanostephus_ramosissimus" NA NA NA NA NA 0.2
"Aphelandra_crispata" 12224 41.928167 NA 29.71967616 NA NA
"Aphelandra_sinclairiana" 11066 27.41263016 7.88 NA NA NA
"Aphloia_theiformis" NA NA NA NA 0.62052 5.71
"Aphragmus_oxycarpus" NA NA 0.02 NA NA NA
"Aphyllanthes_monspeliensis" 147 23.2875 0.333333333333333 5.37435520185928 0.237479493333333 1.3587
"Apiastrum_angustifolium" NA NA NA NA NA 0.29
"Apios_americana" NA NA 0.9024 NA NA NA
"Apios_carnea" 2599 NA NA NA NA NA
"Apium_annuum" NA NA NA NA NA 0.28
"Apium_australe" NA NA NA NA NA 0.71
"Apium_graveolens" 4797 NA 0.9890625 18.2 0.165859333333333 0.377722222222222
"Apium_insulare" NA NA NA NA NA 0.93
"Apium_inundatum" 44.64 NA 0.3 41.213 0.137205600222222 0.4864
"Apium_nodiflorum" 11182.5 50.07615428 0.464583333333333 61.875 0.125883333333333 0.5309
"Apium_prostratum" NA NA NA NA NA 1.3
"Apium_repens" 1118.02 NA 0.2375 NA NA 0.24
"Apium_sellowianum" NA NA NA NA NA 0.9
"Aplectrum_hyemale" 6075 NA NA NA NA NA
"Apluda_mutica" NA NA NA NA NA 0.62
"Apocynum_androsaemifolium" 6373.4 23.052610442 0.7695 16.162521762 0.287459733080533 0.259777777777778
"Apocynum_cannabinum" 1314.03333333333 17.1125 0.922934666666667 14.4425666238333 0.286310108252 1.00793233333333
"Apocynum_pictum" NA NA NA NA NA 0.28
"Apocynum_venetum" NA 20.78 NA NA 0.210043333333333 0.56
"Apodanthera_undulata" NA NA NA NA NA 118.1525
"Apodasmia_brownii" NA NA NA NA NA 0.81
"Apodasmia_similis" NA NA NA NA NA 0.38
"Apodocephala_pauciflora" NA NA NA NA 0.526574893 NA
"Apodostigma_pallens" 1178 NA NA NA NA 47.96
"Apodytes_brachystylis" NA 20.7725 NA 14.00070004 0.563955 145
"Apodytes_dimidiata" 970 18.82 8.660254038 7.773957264 0.60996 104.4
"Apollonias_barbujana" 2487 12.725 20 7.0683192 0.54 NA
"Aponogeton_desertorum" NA NA NA NA NA 0.39
"Apophyllum_anomalum" 105.492083333333 NA 3.75 1.0565388365 NA 35.36
"Apoplanesia_cryptopetala" NA NA NA NA 0.86 NA
"Apoplanesia_paniculata" NA 32.831314295 NA 34.0755 NA NA
"Aporosa_arborea" NA NA NA NA 0.47 NA
"Aporosa_aurea" NA NA NA 12.34 0.665 NA
"Aporosa_confusa" NA NA NA NA NA 250
"Aporosa_elmeri" NA NA 9.23333333333333 NA 0.6 NA
"Aporosa_falcifera" NA NA NA 16 0.56 NA
"Aporosa_frutescens" NA NA NA NA NA 53
"Aporosa_globifera" NA NA NA 21.77 NA NA
"Aporosa_grandistipula" 19565.16521 12.4521416133333 18.4621 19.349053525 0.219238774 NA
"Aporosa_lagenocarpa" NA NA NA NA 0.53 NA
"Aporosa_lucida" 7226.044 13.7009377533333 18 21.147915105 0.447100235 NA
"Aporosa_lunata" NA 13.5 29.9 9.6225 NA NA
"Aporosa_maingayi" NA NA NA NA 0.59 NA
"Aporosa_microstachya" NA 18.9 8.4 21.9975 0.67 NA
"Aporosa_nigricans" NA NA NA 13.79 NA NA
"Aporosa_nitida" NA 13.73 NA NA NA NA
"Aporosa_octandra" 2700.6 17.26125356 10 14.92875614 0.62 39
"Aporosa_planchoniana" NA NA NA NA 0.37023 NA
"Aporosa_prainiana" NA NA NA 14.83 0.63 NA
"Aporosa_sphaeridiophora" NA NA NA NA NA NA
"Aporosa_stellifera" NA NA NA NA 0.77 NA
"Aporosa_subcaudata" NA 15.0625 20.8027375 14.0775 NA NA
"Aporosa_symplocoides" NA 23.28 NA 22.09 0.64 NA
"Aporosa_yunnanensis" 8017.4919025 18.456625 NA 16.8450610825 NA NA
"Aporostylis_bifolia" 495.23574 NA 0.1 29.789028765 NA NA
"Aposeris_foetida" 2903.33 25.37143 0.15 56.3380281690141 0.143791896 2.17
"Appendicula_pendula" NA 27.5 0.397 38.61003861 NA NA
"Appunia_siebertii" NA 30.58669686 NA NA 0.212905578697778 NA
"Aptandra_liriosmoides" NA 18.6 NA 6.253908693 NA NA
"Aptandra_tubicina" 2723.77806375 40.310788 20 19.25179436 0.765 NA
"Apterokarpos_gardneri" NA NA NA NA NA 13.95
"Aptosimum_arenarium" NA NA NA NA NA 0.18
"Aptosimum_lineare" NA NA NA NA NA 0.16
"Aptosimum_lugardiae" NA NA NA NA NA 0.11
"Aptosimum_marlothii" NA NA NA NA NA 0.32
"Aptosimum_procumbens" NA NA NA NA NA 0.36
"Aptosimum_spinescens" NA NA NA NA NA 55.31
"Aptosimum_suberosum" NA NA NA NA NA 0.57
"Apuleia_ferrea" NA NA NA NA 1.086 NA
"Apuleia_leiocarpa" 1747.04166675 26.7062840925 15 41.00484134 0.763105 NA
"Aquilaria_agallocha" NA NA NA NA 0.32718 NA
"Aquilaria_malaccensis" NA NA NA NA 0.32 NA
"Aquilaria_sinensis" NA NA NA NA 0.3661575 NA
"Aquilegia_alpina" NA NA 0.475 NA NA 1
"Aquilegia_atrata" 10053.39 35.80682148 0.5 58.2886453718816 0.189203308 1.37083333333333
"Aquilegia_atrovinosa" NA NA NA NA NA 0.93
"Aquilegia_barbaricina" NA NA NA NA NA 1.37
"Aquilegia_bertolonii" NA NA 0.2 NA NA NA
"Aquilegia_caerulea" 2016.02569800385 NA 0.3536 11.8932436527778 NA 1.07125
"Aquilegia_canadensis" NA NA NA 34.167 NA NA
"Aquilegia_chrysantha" NA NA 0.4 NA NA 0.99
"Aquilegia_einseleana" 689.65 28.82457764 0.175 21.0934863314209 0.214850488 0.905583333333333
"Aquilegia_elegantula" NA NA NA NA NA 0.93
"Aquilegia_eximia" NA NA NA NA NA 0.80175
"Aquilegia_flabellata" NA NA 0.2 NA NA 1.5
"Aquilegia_flavescens" NA NA NA NA NA 1.08
"Aquilegia_formosa" NA NA 0.9144 NA NA 1.44593466666667
"Aquilegia_fragrans" NA NA NA NA NA 0.8
"Aquilegia_kitaibelii" NA NA 0.4 NA NA NA
"Aquilegia_micrantha" NA 23.5 NA 21.51 NA NA
"Aquilegia_nevadensis" NA NA NA NA NA 0.509
"Aquilegia_nigricans" NA NA 0.6 NA NA NA
"Aquilegia_nugorensis" NA NA NA NA NA 0.98
"Aquilegia_olympica" NA NA 0.4 NA NA NA
"Aquilegia_oxysepala" NA NA 0.4 NA NA NA
"Aquilegia_pubescens" NA NA NA NA NA 0.58
"Aquilegia_pyrenaica" 451.26 31.11 0.035 28.32710527 NA NA
"Aquilegia_thalictrifolia" NA NA 0.3 NA NA 0.86
"Aquilegia_vestinae" NA NA 0.45 NA NA NA
"Aquilegia_viridiflora" NA NA 0.6 NA NA NA
"Aquilegia_viscosa" NA NA NA NA NA 3.08
"Aquilegia_vulgaris" 8732.7375 26.58 0.557142857142857 29.0866820359524 0.25563 1.71210303030303
"Arabian_coffee" NA NA NA NA NA NA
"Arabidella_eremigena" NA NA NA NA NA 0.06
"Arabidella_nasturtium" NA NA NA NA NA 0.1
"Arabidopsis_arenosa" 143.085333333333 NA 0.175 27.8213333333333 0.200381531555556 0.0858333333333333
"Arabidopsis_halleri" 291.124 NA 0.1875 38.165 0.182171645333333 0.194588833333333
"Arabidopsis_lyrata" 48.7 NA 0.183333333333334 32.056 0.153436043411429 0.129
"Arabidopsis_lyrata_subsp._petraea" NA NA NA NA NA NA
"Arabidopsis_pedemontana" NA NA 0.225 NA NA NA
"Arabidopsis_suecica" 772.08 NA 0.152857142857143 31.96 0.155140154666667 NA
"Arabidopsis_thaliana" 316 42.213034878625 0.213541666666667 29.5352090837126 0.135371679246726 0.0246665714285714
"Arabis_allionii" NA NA 0.275 NA NA 1.35
"Arabis_alpina" 87.65 29.4 0.082712380952381 26.31578947 0.1541418134696 0.236
"Arabis_blepharophylla" NA NA NA NA NA 0.472
"Arabis_caerulea" NA 32 0.04491 21.00840336 0.169093748010667 0.24
"Arabis_caucasica" NA NA NA NA NA 0.29462962962963
"Arabis_ciliata" NA NA 0.153333333333333 NA NA 0.287333333333333
"Arabis_collina" NA NA 0.216666666666667 NA NA NA
"Arabis_cypria" NA NA 0.2 NA NA NA
"Arabis_divaricarpa" NA NA 0.9144 NA NA 0.443265666666667
"Arabis_hirsuta" 254.767777776667 21.8444444444444 0.362666666666667 46.0263157825 0.165158 0.0894469551282051
"Arabis_nova" NA NA 0.2875 NA NA 0.023
"Arabis_parvula" NA NA 0.4 NA NA NA
"Arabis_petiolaris" NA NA NA NA NA 0.74
"Arabis_planisiliqua" NA NA 0.483333333333333 NA NA 0.3
"Arabis_procurrens" NA NA 0.145 NA NA NA
"Arabis_pumila" NA NA 0.115 NA NA 0.16
"Arabis_purpurea" NA NA 0.05 NA NA NA
"Arabis_recta" NA NA 0.19 NA NA NA
"Arabis_sagittata" 276.118 NA 0.51875 19.378 0.14703204 0.1
"Arabis_scabra" NA NA 0.133 NA NA 0.27
"Arabis_serpillifolia" NA NA 0.19 NA NA NA
"Arabis_soyeri" NA NA 0.131375 NA 0.206063528825067 NA
"Arabis_soyeri_subsp._subcoriacea" NA NA NA NA NA NA
"Arabis_tibetica" NA NA 0.17 NA NA NA
"Arabis_turrita" 1055.2028 25.18712667 0.342407407407407 19.3334603675 0.1849474592486 0.549004285714286
"Arachis_glabrata" NA NA 0.39624 NA NA NA
"Arachis_hypogaea" NA 33.7333333333333 NA NA NA 637.2
"Arachniodes_exilis" NA 21.34 NA NA NA NA
"Arachnothryx_buddleioides" NA NA NA NA NA 0.1
"Arachnothryx_scabra" 1820 NA NA NA NA NA
"Aralia_californica" NA NA NA NA NA 2.58
"Aralia_chinensis" 5333.625 25.97729852625 5.75 16.77132104 0.317 2.63333333333333
"Aralia_continentalis" NA NA 1.5 NA NA NA
"Aralia_elata" 10606.84 29.5149771583333 2.96666666666667 45.28316506 NA 0.75
"Aralia_hispida" 2893.4 20.693791628 0.3445 14.27692646 0.263386058 4.63668333333333
"Aralia_humilis" NA NA NA NA NA 38.69
"Aralia_nudicaulis" NA NA 0.4572 NA NA 6.37173183333333
"Aralia_racemosa" 54675 NA NA NA NA 0.819
"Aralia_spinosa" 38410.6071428571 NA 6.7261 13.678698035 NA 5.25566441666667
"Aralia_warmingiana" NA NA NA NA 0.4128 NA
"Arapatiella_psilophylla" NA NA NA NA 0.87 NA
"Araucaria_angustifolia" NA 14 26.3544444444444 3.59 0.528207158038462 7822.64123333333
"Araucaria_araucana" 30.38 5.8 28.7866393939394 3.14 0.527583333333333 3942.5625
"Araucaria_bidwillii" NA NA NA NA 0.41711261675 10632.6955
"Araucaria_columnaris" NA 8.4 48.8 NA NA 851.470328571429
"Araucaria_cunninghamii" 75 NA NA NA 0.44637425025 279.573333
"Araucaria_heterophylla" NA NA 34.9533333333333 NA NA 1129.3556345
"Araucaria_hunsteinii" NA NA 30 NA 0.444032833333333 548.773333
"Araucaria_laubenfelsii" NA NA 68.8 NA 0.799783333 NA
"Araucaria_luxurians" NA NA NA NA NA 570
"Araucaria_montana" NA NA NA NA NA 370
"Araucaria_nemorosa" NA NA NA NA NA 520
"Araucaria_rulei" NA NA NA NA NA 300
"Araucaria_scopulorum" NA NA NA NA NA 320
"Araujia_sericifera" NA NA NA NA NA NA
"Arbutus_andrachne" 2831.66666666667 25.6333333333333 2.61111111111111 4.545454545 NA 96.46
"Arbutus_andrachnoides" NA NA 1.83333333333333 NA NA NA
"Arbutus_arizonica" NA NA 14.652 NA NA 226.449275
"Arbutus_canariensis" 8270 12.39298 1.5 6.9705350295 NA NA
"Arbutus_menziesii" 4614.07274633333 11.4708479533333 17.6323428571429 7.18550657120833 0.57 106.105069642857
"Arbutus_unedo" 1294.20151478583 12.9017474199572 6.59090909090909 12.6675169712246 0.5301543935 2.61183333333333
"Arbutus_xalapensis" NA NA 9.9624 NA NA 145.65
"Arceuthobium_americanum" NA NA NA NA NA 1.05
"Archboldiodendron_calosericeum" NA NA NA NA 0.68 NA
"Archeria_traversii" NA NA NA NA 0.6405 0.03
"Archibaccharis_schiedeana" NA NA NA NA NA 0.2
"Archidendron_bubalinum" NA NA NA NA 0.38 NA
"Archidendron_clypearia" 411.43 24.85 10 13.2300000002633 0.323333333333333 157
"Archidendron_contortum" NA NA NA NA NA 170
"Archidendron_ellipticum" NA 30.65 NA NA 0.44 NA
"Archidendron_grandiflorum" 1400 NA NA NA 0.538125 NA
"Archidendron_havilandii" NA NA NA NA 0.33 NA
"Archidendron_hendersonii" 2266.666667 NA NA NA 0.52521 NA
"Archidendron_jiringa" NA NA 10.4511627906977 13.2 0.393424 NA
"Archidendron_lucidum" NA 46.9966666666667 NA 12.184 NA NA
"Archidendron_lucyi" NA NA NA NA NA 480
"Archidendron_microcarpum" NA 22.48 NA NA NA NA
"Archidendron_muellerianum" 1983.333333 NA NA NA NA NA
"Archidendron_vaillantii" NA NA NA NA 0.37023 NA
"Archidendropsis_basaltica" NA NA NA NA 1.017583 63.23
"Archidendropsis_thozetiana" NA NA NA NA 0.82656 NA
"Archidendropsis_xanthoxylon" NA NA NA NA 0.52521 NA
"Archirhodomyrtus_beckleri" NA NA 6.75 12.52719659 NA 1.49
"Archontophoenix_alexandrae" NA NA NA NA 0.82656 NA
"Archontophoenix_cunninghamiana" 22759.09416 NA 9 11.617582655 0.82656 NA
"Archytaea_vahlii" NA NA NA NA 0.84 NA
"Arctagrostis_latifolia" NA 17.1055724417427 0.38288 10.8589991790781 NA 0.277203333333333
"Arctanthemum_arcticum" NA NA 0.1 NA NA NA
"Arctanthemum_integrifolium" NA NA NA NA NA 0.29
"Arctium_lappa" 33557.7913333333 23.5 1.20326530612245 52.3564477877778 0.165718602065478 11.00154375
"Arctium_minus" 64824.5 30.7 1.06166666666666 27.6430894333333 0.173106444444444 9.94583333333333
"Arctium_nemorosum" 74857.31 NA 1.60708333333333 25.245 0.13982584 15.733
"Arctium_tomentosum" 86433.1 47.3 1.05833333333333 50 NA 10.96
"Arctophila_fulva" NA 18.5224489795918 0.6096 15.3085046174699 NA NA
"Arctostaphylos_auriculata" NA NA NA NA NA 7.152
"Arctostaphylos_bakeri" NA NA NA NA NA 19.365
"Arctostaphylos_canescens" NA NA NA NA NA NA
"Arctostaphylos_columbiana" NA NA 1.8288 NA NA 18.4778436666667
"Arctostaphylos_edmundsii" NA NA NA NA NA 10.543
"Arctostaphylos_glandulosa" NA 7.96902966666667 2 3.6414487855 0.65424358975 23.085
"Arctostaphylos_glauca" NA 8.5715758 5.4864 3.74885995 0.6483 214.165847904762
"Arctostaphylos_hookeri" NA 7.8 NA NA NA NA
"Arctostaphylos_imbricata" NA NA NA NA NA 7.405
"Arctostaphylos_manzanita" NA NA 2.4384 NA NA 23.0614478888889
"Arctostaphylos_montereyensis" NA 8.6 NA NA NA 23.21
"Arctostaphylos_nevadensis" NA NA 0.6096 NA NA 11.319967
"Arctostaphylos_obispoensis" NA NA NA NA NA 23.878
"Arctostaphylos_pajaroensis" NA NA NA NA NA 18.3
"Arctostaphylos_pallida" NA NA NA NA NA 6.88
"Arctostaphylos_patula" NA 9 4.2096 3.6 NA 33.402139962963
"Arctostaphylos_pilosula" NA NA NA NA NA 3.245
"Arctostaphylos_pringlei" NA NA NA NA NA 142.16
"Arctostaphylos_pumila" NA 7.8 NA NA NA 11.08
"Arctostaphylos_pungens" NA 7.3 3.6576 NA NA 169.869319666667
"Arctostaphylos_rudis" NA NA NA NA NA 27.248
"Arctostaphylos_stanfordiana" NA NA NA NA NA 18.012
"Arctostaphylos_tomentosa" 291.9688 9.30618861083333 3.9 5.609915594 0.72 14.285
"Arctostaphylos_uva-ursi" 142.630765754074 15.9875891387651 0.42410625 9.84794037084963 0.300502105597547 11.867124
"Arctostaphylos_virgata" NA NA NA NA NA 6.654
"Arctostaphylos_viscida" NA 8 NA NA NA 14.4835833333333
"Arctotheca_calendula" NA NA 0.232 26.843 NA 1.17233333333333
"Arctotis_acaulis" NA NA NA NA NA 6.1
"Arctotis_aspera" NA NA NA NA NA 2.09
"Arctotis_fastuosa" NA NA NA NA NA 0.84
"Arctotis_frutescens" NA NA NA NA NA 1.44
"Arctotis_hirsuta" NA NA NA NA NA 1.22
"Arctotis_laevis" NA NA NA NA NA 4.89
"Arctotis_leiocarpa" NA NA NA NA NA 1.57
"Arctotis_stoechadifolia" NA NA NA NA NA NA
"Arctous_alpina" 171.351833333333 15.944437317807 0.159675 11.0573560382222 NA 134.407456
"Arctous_rubra" 35.89 NA 0.2 NA NA 2.23
"Ardisia" NA NA NA NA NA NA
"Ardisia_ambigua" 7628.0175 13 11.8438023 13.4173965033333 0.49939964 110
"Ardisia_auriculata" 37545.6 NA NA 19.43354037 NA NA
"Ardisia_barnesii" NA NA NA NA 0.77 NA
"Ardisia_bartletii" NA 12.09058069 4 NA 0.258179446115733 NA
"Ardisia_brevipedata" NA 13.345 NA 16.55629139 NA 73
"Ardisia_brittonii" 9056 NA NA NA NA NA
"Ardisia_caudiferoides" NA NA NA NA 0.55 NA
"Ardisia_compressa" 5317.04888888889 18.7111111111111 11.6 16.7982933333333 0.224016620740741 NA
"Ardisia_costaricensis" 1539 NA NA NA NA NA
"Ardisia_crenata" 2352.464545 16.2891916445834 1.06 26.849694345 0.242271791666667 221
"Ardisia_crenata_var._bicolor" NA NA NA NA NA NA
"Ardisia_cymosa" 3000 8.876908397 1 18.81975188 0.193832272826667 52.9
"Ardisia_densilepidotula" NA NA NA NA 0.6266415 NA
"Ardisia_densipunctata" NA 10.180135 NA NA NA NA
"Ardisia_divergens" 1067.2 4.453816794 NA 18.81975188 0.193832272826667 NA
"Ardisia_dunlapiana" 4433.236 11.74 8.54 11.7805 0.8326 NA
"Ardisia_elliptica" NA 17.675 NA 5.685 NA NA
"Ardisia_escallonioides" 2573.333333 18.9 7.49808 NA NA NA
"Ardisia_excelsa" NA NA NA NA NA NA
"Ardisia_fimbrillifera" 13161.0033333333 18.84 NA 15.13330334 0.579620962 NA
"Ardisia_guianensis" 3111 18.12380799 5.48 NA 0.61996 NA
"Ardisia_hanceana" 1100.375 16.95406278 2.5 17.40106075 0.269784469237333 NA
"Ardisia_japonica" 771.926666666667 12.04118199 2 18.2173748 NA NA
"Ardisia_lindleyana" 1483.9 9.785164616 NA 14.66080882 NA 52.9
"Ardisia_macrophylla" NA 16.68 NA NA 0.51 NA
"Ardisia_nigropunctata" 22949 NA NA 20.52683363 NA NA
"Ardisia_nigrovirens" NA NA NA NA NA 86
"Ardisia_palmana" NA NA 5 NA NA NA
"Ardisia_paniculata" NA NA NA NA NA 23
"Ardisia_pellucida" 12698.33633 NA NA NA NA NA
"Ardisia_polysticta" 5808.666667 26.693 2.5 22.63116883 0.206639200898667 85.3
"Ardisia_purpurea" NA NA NA NA NA NA
"Ardisia_pusilla" NA 21.1 NA NA NA NA
"Ardisia_quinquegona" 3100.8 17.9077970666666 1.5 13.118300925 0.269495092792 39.01
"Ardisia_quinquegona_var._salicifolia" NA NA NA NA NA NA
"Ardisia_revoluta" 3019 14.4853705 4 7.20018409 0.69223065 53.99
"Ardisia_sanguinolenta" NA 19.3 1.65 15.01501502 NA 23
"Ardisia_solanacea" NA NA NA NA 0.62 NA
"Ardisia_standleyana" 8569 14.56682617 11.14 NA 0.233194343911429 NA
"Ardisia_thyrsiflora" 2709.707865 14 NA 16.93567416 0.280902184077333 NA
"Areca_catechu" NA NA NA NA NA 20800
"Aremonia_agrimonoides" NA NA 0.270833333333333 NA NA NA
"Arenaria_aggregata" 4.07 19.69849557 0.075 9.64307521583722 0.295598986666667 0.2706
"Arenaria_alfacarensis" NA NA 0.05 NA NA NA
"Arenaria_biflora" NA NA 0.1025 NA NA NA
"Arenaria_bryophylla" NA NA 0.06 NA NA NA
"Arenaria_ciliata" 3 NA 0.064 NA NA NA
"Arenaria_grandiflora" NA NA 0.1 NA NA NA
"Arenaria_huteri" NA NA 0.125 NA NA NA
"Arenaria_kansuensis" NA 16.8 NA 7.69822941 NA NA
"Arenaria_lanuginosa" 36.0138095238095 17.968 0.1505 22.167764784 0.153586 0.178
"Arenaria_lanuginosa_ssp._saxosa" NA NA NA NA NA NA
"Arenaria_montana" 45.148071429 26.68 0.244 26.860680079 NA NA
"Arenaria_nevadensis" NA NA NA NA NA 0.07
"Arenaria_norvegica" NA NA 0.0463333333333333 NA NA NA
"Arenaria_provincialis" NA NA 0.3 NA NA NA
"Arenaria_pseudofrigida" NA NA 0.05 NA NA NA
"Arenaria_purpurascens" 12.3914285714286 29.37 0.014 16.90010206 NA NA
"Arenaria_serpyllifolia" 12.6949364698572 10 0.120895833333333 21.1139607706897 0.288631002949333 0.0582151436781609
"Arenaria_serpyllifolia_subsp._leptoclados" NA NA NA NA NA NA
"Arenaria_tetraquetra" NA NA 0.05 NA NA NA
"Arenga_pinnata" NA NA NA NA NA 4146.97
"Arenga_wightii" NA NA NA NA NA 3571
"Arethusa_bulbosa" NA NA NA NA NA 0.004
"Argania_spinosa" NA NA 10 NA NA 3940
"Argemone_aenea" NA NA NA NA NA 1.6
"Argemone_albiflora" NA NA NA NA NA 3.6
"Argemone_aurantiaca" NA NA NA NA NA 5.18
"Argemone_chisosensis" NA NA 0.8 NA NA NA
"Argemone_grandiflora" NA NA NA NA NA 2.5
"Argemone_hispida" NA NA NA NA NA 3.625
"Argemone_hunnemannii" NA NA NA NA NA 4.38
"Argemone_mexicana" NA NA NA NA NA 1.93333333333333
"Argemone_munita" NA NA NA NA NA 2.67505
"Argemone_ochroleuca" 4333 NA 0.575 7.3 NA 2.54466666666667
"Argemone_platyceras" NA NA NA NA NA 1.195
"Argemone_pleiacantha" NA NA 0.49144 NA NA 56.612319
"Argemone_polyanthemos" NA 40.15 0.9144 12.38273921 NA 18.9573536666667
"Argemone_sanguinea" NA NA NA NA NA 1.64
"Argentipallium_blandowskianum" NA NA NA NA NA 0.11
"Argentipallium_dealbatum" NA NA NA NA NA 0.22
"Argentipallium_obtusifolium" NA NA NA NA NA 0.07
"Argusia_argentea" NA NA NA NA 0.35 NA
"Argylia_adscendens" NA NA NA NA NA 7.72
"Argylia_radiata" NA NA NA NA NA 4.82
"Argyranthemum_broussonetii" NA NA 1.5 NA NA NA
"Argyranthemum_foeniculaceum" NA NA 0.4 NA NA NA
"Argyranthemum_frutescens" NA NA 0.8 NA NA NA
"Argyranthemum_gracile" NA NA 0.8 NA NA NA
"Argyranthemum_pinnatifidum" NA NA 1.15 NA NA NA
"Argyranthemum_winteri" NA NA 0.8 NA NA NA
"Argyreia_cymosa" NA NA NA NA 0.315024166666667 NA
"Argyreia_onilahiensis" NA NA NA NA NA 33.39
"Argyreia_splendens" NA NA NA NA NA 71.98
"Argyreia_wallichii" 15925 NA NA NA NA NA
"Argyrodendron_peralatum_(f.m.bailey)_edlin_ex_j.h.boas" NA NA NA NA NA NA
"Argyrodendron_trifoliolatum" 1663.37037066667 19.8309090909091 NA 8.227067051 0.7611304 110
"Argyroderma_congregatum" NA NA NA NA NA 0.07
"Argyroderma_crateriforme" NA NA NA NA NA 0.06
"Argyroderma_fissum" NA NA NA NA NA 0.08
"Argyroderma_framesii" NA NA NA NA NA 0.065
"Argyroderma_ringens" NA NA NA NA NA 0.07
"Argyroderma_testiculare" NA NA NA NA NA 0.07
"Argyrolobium_rupestre" NA NA NA NA NA 3.4
"Argyrolobium_tomentosum" NA NA NA NA NA 6.22
"Argyrolobium_tuberosum" NA NA NA NA NA 1.52
"Argyrolobium_uniflorum" NA NA 0.15 NA NA 2
"Argyrolobium_zanonii" 125 22.77 0.221666666666667 NA NA 6.43493333333333
"Argyroxiphium_caligini" 234.758916666667 9 NA 4.97366364766667 NA NA
"Argyroxiphium_grayanum" 732.085594 18 NA 7.80621339082 NA NA
"Argyroxiphium_kauense" 584.572638382386 14 NA 4.26204346673889 NA NA
"Argyroxiphium_sandwicense" 920.370736647142 11 NA 1.99842905605714 NA NA
"Arida_riparia" 348.25 NA NA 27.922836805 0.198932069532667 NA
"Ariocarpus_bravoanus" NA NA NA NA NA 0.0915
"Ariocarpus_kotschoubeyanus" NA NA NA NA NA 0.077
"Ariocarpus_retusus" NA NA NA NA NA 0.115
"Arisaema_dracontium" 54675 NA NA NA NA 50.115
"Arisaema_franchetianum" NA NA NA NA NA 11.81
"Arisaema_heterophyllum" NA NA NA NA NA 26.44
"Arisaema_jacquemontii" NA NA NA NA NA 10.9
"Arisaema_serratum" NA NA NA NA NA 20.55
"Arisaema_sikokianum" NA NA NA NA NA 43.89
"Arisaema_triphyllum" 16011 56.3625 0.4786 38.43153846 0.100521433420849 24.3459815833333
"Arisaema_yunnanense" NA NA NA NA NA 12.03
"Arisarum_simorrhinum" NA NA 0.1 NA NA NA
"Arisarum_vulgare" NA 26.8 0.3 NA NA NA
"Aristea_abyssinica" NA NA NA NA NA 1.3
"Aristea_africana" NA NA NA NA NA 1.1825
"Aristea_anceps" NA NA NA NA NA 1.85
"Aristea_angolensis" NA NA NA NA NA 0.99
"Aristea_capitata" NA NA NA NA NA 4.07
"Aristea_ecklonii" NA NA NA NA NA 1.2
"Aristea_elliptica" NA NA NA NA NA 0.87
"Aristea_madagascariensis" NA NA NA NA NA 4.01
"Aristea_montana" NA NA NA NA NA 0.88
"Aristea_racemosa" NA NA NA NA NA 4.42
"Aristea_torulosa" NA NA NA NA NA 0.56
"Aristeguietia_salvia" NA NA NA NA NA 0.57
"Aristida_achalensis" 1419.4272 10.10843874 0.441663522 9.434771883288 0.39239 1
"Aristida_adoensis" NA NA NA NA NA 1.43
"Aristida_adscensionis" 39.4343113733333 16.375 0.225 22.1403029766667 0.331212287495111 1.00625
"Aristida_anthoxanthoides" 200 NA NA NA NA 0.717
"Aristida_arida" NA NA NA NA NA 4.04
"Aristida_arizonica" NA NA 0.6096 NA NA 6.02193233333333
"Aristida_barbicollis" NA 12.1 NA NA NA 0.26
"Aristida_behriana" 100 NA 0.3 4.12 NA 2.16866666666667
"Aristida_benthamii" NA NA NA NA NA 0.43
"Aristida_biglandulosa" 3000 NA NA NA NA 5.99
"Aristida_calycina" 100 NA 0.8 NA NA 1.73
"Aristida_capillifolia" 1330 NA NA NA NA 0.982
"Aristida_caput-medusae" NA NA NA NA NA 0.68
"Aristida_chinensis" NA 7.75 NA NA NA NA
"Aristida_congesta" 126.24878306 15.0344444444444 0.1424 18.76851243 NA 0.33
"Aristida_contorta" 30 NA 0.3 9.37 NA 1.92133333333333
"Aristida_dichotoma" NA NA NA NA 0.508733412394667 NA
"Aristida_divaricata" NA NA 0.39624 NA NA 1.95482122222222
"Aristida_glauca" NA NA NA NA NA 0.56
"Aristida_glaziovii" NA NA NA NA NA 1.13
"Aristida_holathera" 100 8.12222222222222 0.7 5.62 NA 10.7
"Aristida_hordeacea" NA NA NA NA NA 1.91
"Aristida_hygrometrica" NA NA NA NA NA 7.88
"Aristida_inaequiglumis" 3000 NA NA NA NA 2.61
"Aristida_jerichoensis" 175 NA 0.9 7.87 NA 0.935666666666667
"Aristida_kenyensis" NA NA NA NA NA 0.44
