"biomesKoeppenGroup" "woodiness" "mycorrhizalAssociationType" "nitrogenFixationNodDB" "SRL" "D" "RTD" "N"
"Prunus_fasciculata" "NA" "woody" "NA" "NA" -0.182213014 NA NA NA
"Prunus_padus" "NA" "woody" "EcM-AM" "NA" 0.673710448 -0.915469737 0.282970151 -0.327855295
"Prunus_sargentii" "Temperate" "woody" "AM" "NA" 0.506436143 -0.917466822 0.013989409 0.000392241
"Prunus_serotina" "Continental" "woody" "NA" "NA" -0.143000691 0.131173493 0.037480333 -0.719542279
"Prunus_sibirica" "Continental" "woody" "AM" "NA" 0.212589765 -0.218732825 NA NA
"Prunus_virginiana" "NA" "woody" "AM" "NA" -0.956531409 0.735634622 NA NA
"Pseudanamomis_umbellulifera" "Tropical" "woody" "NA" "NA" 0.072259723 -0.69628091 0.941362303 -1.421681036
"Pseudobombax_septenatum" "Tropical" "woody" "NA" "NA" -0.390677665 0.357040686 0.585495173 -0.709696541
"Pseudocymopterus_montanus" "Temperate" "non-woody" "NA" "NA" -0.591274634 NA NA -0.806546125
"Pseudognaphalium_macounii" "Temperate" "non-woody" "NA" "NA" 0.709729027 NA NA 0.537771373
"Pseudopanax_crassifolius" "NA" "woody" "AM" "NA" -0.084240721 0.364370516 -0.475946892 0.13211259
"Pseudoroegneria_spicata" "NA" "non-woody" "NA" "NA" -0.202456831 0.244275128 0.388861639 NA
"Pseudosclerochloa_rupestris" "Arid" "non-woody" "NA" "NA" 0.437762124 -0.695692464 0.261541863 NA
"Pseudotsuga_menziesii" "NA" "woody" "NA" "NA" -0.24555255 0.106237164 0.06302052 -0.070863503
"Pseudowintera_colorata" "NA" "woody" "AM" "NA" -0.593520361 0.820934545 -0.280238863 0.125295716
"Psoralea_bituminosa" "NA" "non-woody/woody" "NA" "Rhizobia" -0.324960243 0.401492426 -0.160655188 0.740282306
"Psoralidium_tenuiflorum" "NA" "non-woody" "NA" "Rhizobia" -0.527846156 0.291849985 0.572404971 NA
"Psychotria_asiatica" "NA" "woody" "AM" "NA" 0.361177227 -0.732332594 -0.075748713 -0.000878717
"Psychotria_viridis" "Tropical" "woody" "NA" "NA" 0.928796806 -0.396726495 -0.905271019 -0.260634816
"Pterocarpus_indicus" "Tropical" "woody" "NA" "likely_Rhizobia" -0.972601532 0.603421368 NA NA
"Pterospermum_acerifolium" "Temperate" "woody" "AM" "NA" -0.266028306 -0.378093026 -0.047027075 -0.361933896
"Pueraria_stricta" "Temperate" "non-woody" "NA" "Rhizobia" -1.48981574 0.780959387 NA 0.092350191
"Pulsatilla_turczaninovii" "Arid" "non-woody" "NA" "NA" -0.815174918 NA NA NA
"Pycnanthemum_virginianum" "NA" "non-woody" "NA" "NA" -0.019887077 0.093440494 -0.187616778 NA
"Pyrenaria_microcarpa" "Temperate" "woody" "NA" "NA" -0.222783882 -0.146469305 0.43901697 -0.508512505
"Pyrus_betulifolia" "Temperate" "woody" "AM" "NA" -0.703922606 0.588485488 0.423340941 -0.774242636
"Pyrus_bourgaeana" "Temperate" "woody" "NA" "NA" -0.05286701 0.028917584 0.317561177 NA
"Quercus_acutissima" "Continental" "woody" "EcM" "NA" NA -0.535361846 NA 0.180720114
"Quercus_alba" "Continental" "woody" "NA" "NA" 0.249542542 -0.676884015 0.398117157 -0.231341206
"Quercus_aliena" "Temperate" "woody" "EcM" "NA" 0.094119863 -0.5161955 0.803134276 -0.357471614
"Quercus_bicolor" "Continental" "woody" "NA" "NA" 0.227567845 -0.150004852 -0.195887339 NA
"Quercus_canariensis" "Temperate" "woody" "NA" "NA" 0.173407541 -0.028486264 -0.016390297 NA
"Quercus_coccifera" "Temperate" "woody" "NA" "NA" -0.004606007 0.181558049 0.191203822 NA
"Quercus_dentata" "Continental" "woody" "EcM" "NA" NA -0.740639972 NA NA
"Quercus_faginea" "Temperate" "woody" "NA" "NA" -0.140494746 0.293638496 0.022707104 NA
"Quercus_gambelii" "Temperate" "woody" "NA" "NA" 0.360877445 NA NA -0.593346488
"Quercus_glauca" "Temperate" "woody" "NA" "NA" 0.093554236 -0.429791943 0.511872271 NA
"Quercus_ilex" "Temperate" "woody" "NA" "NA" -0.217269198 0.419327116 0.162150644 NA
"Quercus_lowii" "Tropical" "woody" "EcM" "NA" 0.391579177 -0.616603069 0.411453511 NA
"Quercus_macrocarpa" "NA" "woody" "EcM" "NA" -1.09473818 0.399426755 NA NA
"Quercus_mongolica" "Continental" "woody" "EcM" "NA" -0.12880623 -0.339891074 0.205821888 0.282288459
"Quercus_multinervis" "NA" "woody" "EcM" "NA" -0.140333695 -0.2026593 0.607385341 -0.638138671
"Quercus_oblongata" "Temperate" "woody" "NA" "NA" NA NA NA 0.063447728
"Quercus_oxyodon" "NA" "woody" "EcM" "NA" 0.429743309 -0.587761051 0.500989038 -0.105589357
"Quercus_palustris" "Continental" "woody" "NA" "NA" 0.392410425 -0.253160818 -0.345563895 NA
"Quercus_petraea" "Temperate" "woody" "NA" "NA" -0.069101343 NA NA 0.09556744
"Quercus_phillyreoides" "Temperate" "woody" "NA" "NA" 0.25558577 -0.481434395 0.050167118 -0.367997143
"Quercus_robur" "Temperate" "woody" "NA" "NA" 0.034281972 -0.015482076 0.050789506 0.003763922
"Quercus_rubra" "Continental" "woody" "NA" "NA" 0.056851666 -0.28749587 0.368556359 -0.175260098
"Quercus_serrata" "Temperate" "woody" "NA" "NA" 0.052910923 -0.079117374 0.403700747 -0.014854938
"Quercus_suber" "Temperate" "woody" "NA" "NA" 0.448689376 -0.312447201 0.0992643 NA
"Quercus_variabilis" "Temperate" "woody" "EcM" "NA" -0.039208883 -0.183412911 0.474737618 0.594252202
"Quercus_virginiana" "Tropical" "woody" "NA" "NA" 0.180579233 -0.398041025 0.454636276 -1.241026226
"Quercus_wutaishanica" "Temperate" "woody" "EcM" "NA" 0.266544052 -0.850109699 1.054055092 -0.027027423
"Quintinia_serrata" "NA" "woody" "AM" "NA" 0.26343518 -0.494660908 0.408778973 -0.352456224
"Ranunculus_acris" "NA" "non-woody" "NA" "NA" -0.337404256 0.047211007 -0.376665731 -0.245212529
"Ranunculus_auricomus" "NA" "non-woody" "NA" "NA" 0.280922464 0.012390643 -0.470536255 NA
"Ranunculus_bulbosus" "NA" "non-woody" "NA" "NA" -0.054285692 0.005591379 0.032362185 NA
"Ranunculus_limosella" "Temperate" "non-woody" "NA" "NA" NA NA -1.018206934 NA
"Ranunculus_repens" "NA" "non-woody" "NA" "NA" -0.386002553 0.660140553 -0.233479908 -0.360694483
"Ranunculus_sardous" "NA" "non-woody" "NA" "NA" -0.065651122 0.459085907 -0.851195071 0.231258237
"Raoulia_subsericea" "Temperate" "non-woody" "NA" "NA" 0.462612743 NA NA -0.29026999
"Rapanea_australis" "NA" "woody" "AM" "NA" 0.26290488 -0.410450867 0.237833378 -0.563308171
"Rapanea_divaricata" "NA" "woody" "AM" "NA" 0.266219472 -0.501839727 0.408584629 0.23925656
"Ratibida_pinnata" "NA" "non-woody" "NA" "NA" -0.288184843 0.534293965 -0.386777183 NA
"Raukaua_simplex" "Temperate" "woody" "AM" "NA" 0.138753058 -0.170798886 0.213944998 -0.454460642
"Reaumuria_soongarica" "Arid" "woody" "NA" "NA" 0.055726527 NA NA 0.460501074
"Rhamnus_alaternus" "Temperate" "woody" "NA" "NA" 0.334373711 -0.244349334 0.053623618 NA
"Rhamnus_alnifolia" "NA" "woody" "NA" "NA" 0.037009517 3.127701499 0.236932639 0.012466776
"Rhamnus_cathartica" "NA" "woody" "NA" "NA" -0.042637669 NA 0.153281714 -0.671975124
"Rhamnus_davurica" "NA" "woody" "NM-AM" "NA" 0.456930069 -0.594057679 0.16188881 0.770643732
"Rhamnus_lycioides" "Temperate" "woody" "NA" "NA" 0.643189361 -0.437372155 -0.124967494 NA
"Rhamnus_rosthornii" "Temperate" "woody" "NA" "NA" -0.086698966 NA NA 0.226055578
"Rhaphiolepis_indica" "Temperate" "woody" "NA" "NA" 0.296287282 -0.615183934 0.390326322 -0.520152952
"Rhipogonum_scandens" "Temperate" "woody" "NA" "NA" -0.932946396 1.569367273 -0.800470877 0.084959968
"Rhizophora_stylosa" "Arid" "woody" "NA" "NA" NA NA NA -0.612963828
"Rhodiola_rosea" "Continental" "non-woody" "NA" "NA" -0.357271432 NA NA -0.074239985
"Rhododendron_arborescens" "Temperate" "woody" "NA" "NA" NA -0.222502655 NA NA
"Rhododendron_arboreum" "Temperate" "woody" "NA" "NA" NA 0.12623246 NA NA
"Rhododendron_atlanticum" "Continental" "woody" "NA" "NA" NA 0.554080198 NA NA
"Rhododendron_austrinum" "Continental" "woody" "NA" "NA" NA -0.880824016 NA NA
"Rhododendron_brachycarpum" "Continental" "woody" "NA" "NA" NA -1.047602687 NA NA
"Rhododendron_calendulaceum" "Continental" "woody" "NA" "NA" NA -0.156506954 NA NA
"Rhododendron_catawbiense" "Continental" "woody" "NA" "NA" NA -0.807240407 NA NA
"Rhododendron_degronianum" "Continental" "woody" "NA" "NA" NA -0.507126866 NA NA
"Rhododendron_farrerae" "Temperate" "woody" "NA" "NA" 0.849776042 -1.393382006 0.592025096 -0.841493792
"Rhododendron_groenlandicum" "Continental" "woody" "NA" "NA" NA 0.088183224 NA NA
"Rhododendron_hyperythrum" "Continental" "woody" "NA" "NA" NA 0.504889504 NA NA
"Rhododendron_hypoglaucum" "NA" "woody" "ErM" "NA" 0.386336057 -0.963446852 0.994831149 -1.061042065
"Rhododendron_indicum" "Continental" "woody" "NA" "NA" NA -0.803321729 NA NA
"Rhododendron_keiskei" "Temperate" "woody" "NA" "NA" NA 0.44715272 NA NA
"Rhododendron_kiusianum" "Continental" "woody" "NA" "NA" NA 0.532068416 NA NA
"Rhododendron_lanigerum" "Temperate" "woody" "NA" "NA" NA 0.632266112 NA NA
"Rhododendron_latoucheae" "Temperate" "woody" "NA" "NA" 0.398691603 -0.444049943 0.13696282 -0.155594218
"Rhododendron_lutescens" "Temperate" "woody" "NA" "NA" NA 0.752859561 NA NA
"Rhododendron_makinoi" "Continental" "woody" "NA" "NA" NA 0.456427882 NA NA
"Rhododendron_maximum" "Continental" "woody" "NA" "NA" NA -0.106688099 NA NA
"Rhododendron_molle" "Continental" "woody" "NA" "NA" NA -0.431228829 NA NA
"Rhododendron_ovatum" "Temperate" "woody" "NA" "NA" -0.177074635 0.370179082 0.168364034 -0.257708551
"Rhododendron_ponticum" "Temperate" "woody" "NA" "NA" 0.385391862 0.358368618 -0.340634715 NA
"Rhododendron_prinophyllum" "Temperate" "woody" "NA" "NA" NA 0.07606458 NA NA
"Rhododendron_serpyllifolium" "Continental" "woody" "NA" "NA" NA 0.473580692 NA NA
"Rhododendron_simsii" "Temperate" "woody" "NA" "NA" 0.686456081 -0.716790881 -0.055327201 -0.613043475
"Rhododendron_smirnowii" "Continental" "woody" "NA" "NA" NA -0.013105414 NA NA
"Rhododendron_tashiroi" "Temperate" "woody" "NA" "NA" NA 0.292718283 NA NA
"Rhododendron_triflorum" "Temperate" "woody" "NA" "NA" NA 0.421679087 NA NA
"Rhododendron_yedoense" "Continental" "woody" "NA" "NA" NA -0.257159272 NA NA
"Rhododendron_yunnanense" "Temperate" "woody" "NA" "NA" NA 0.348541985 NA NA
"Rhodoleia_championii" "Temperate" "woody" "AM" "NA" -0.417624388 0.181670504 0.584682966 0.197453067
"Rhopalostylis_sapida" "NA" "woody" "AM" "NA" -0.134300429 -0.154709829 0.578248697 -0.03896837
"Rhus_chinensis" "Temperate" "woody" "NA" "NA" -1.435416449 0.871272827 NA -1.208319447
"Rhus_typhina" "Continental" "woody" "AM" "NA" 0.429867 0.047554894 -0.929954656 -0.556648096
"Ribes_spicatum" "Polar" "woody" "NA" "NA" NA NA NA 0.354108879
"Robinia_neomexicana" "NA" "woody" "NA" "Rhizobia" 0.241023202 NA NA NA
"Robinia_pseudoacacia" "Temperate" "woody" "NA" "Rhizobia" -0.332262246 NA NA -0.033689357
"Rosa_acicularis" "NA" "woody" "AM" "NA" -0.367010314 0.157218835 0.438025126 0.080682489
"Rosa_arkansana" "Arid" "woody" "NA" "NA" -0.427726095 0.281726644 0.488839302 NA
"Rosa_canina" "Temperate" "woody" "NA" "NA" 0.165162858 0.33212931 -0.172381127 NA
"Rosa_multibracteata" "Temperate" "woody" "NA" "NA" 0.546478594 NA NA -0.105450161
"Rosa_multiflora" "NA" "woody" "NA" "NA" 0.136587357 NA -0.623288886 -0.589487384
"Rosa_soulieana" "Temperate" "woody" "NA" "NA" -0.719245016 NA NA -1.114121002
"Rosa_woodsii" "Temperate" "woody" "NA" "NA" -0.294473121 NA NA -0.778141436
"Rosa_xanthina" "NA" "woody" "AM" "NA" 0.478387432 -0.560479644 0.156340929 -0.320028402
"Rosmarinus_officinalis" "Temperate" "woody" "NA" "NA" 0.008219052 0.006596304 -0.232602294 NA
"Rostraria_cristata" "Continental" "non-woody" "NA" "NA" 0.395122735 -0.544649122 0.441920855 0.372308783
"Rubia_peregrina" "NA" "woody" "NA" "NA" -0.402140709 0.345164301 0.500821765 0.251464731
"Rubus_allegheniensis" "Temperate" "woody" "NA" "NA" 0.225951876 -0.832373164 NA 0.008753921
"Rubus_corchorifolius" "Temperate" "woody" "NA" "NA" 0.541166343 -0.413487713 NA NA
"Rubus_crataegifolius" "NA" "woody" "AM" "NA" 0.773116385 -0.873326644 -0.044865366 0.425915232
"Rubus_idaeus" "NA" "woody" "AM" "NA" 0.418185337 -0.533680425 0.182471667 -0.104639164
"Rubus_irritans" "NA" "non-woody/woody" "AM" "NA" 0.501732857 -0.624815381 0.092071864 0.400119647
"Rubus_phoenicolasius" "Temperate" "woody" "NA" "NA" 0.17604002 -0.628478598 NA 0.040423225
"Rubus_pubescens" "Continental" "woody" "AM" "NA" -0.158393003 NA NA NA
"Rubus_pungens" "Temperate" "woody" "NA" "NA" 0.247028107 NA NA -0.683488141
"Rubus_rosifolius" "NA" "woody" "AM" "NA" 0.856406007 -1.257948603 0.515175757 0.39162799
"Rubus_saxatilis" "Continental" "woody" "NA" "NA" NA 0.738925173 1.093573835 0.866981022
"Rubus_ulmifolius" "Temperate" "woody" "NA" "NA" 0.461995237 -0.381224041 0.155584645 NA
"Rudbeckia_hirta" "Continental" "non-woody" "NA" "NA" -0.071433444 0.149180532 -0.969027673 NA
"Rudbeckia_laciniata" "NA" "non-woody" "NA" "NA" -0.394513471 0.55261442 -0.191740818 NA
"Rudbeckia_serotina" "NA" "non-woody" "NA" "NA" -0.034389698 0.387510433 0.582316655 1.000641188
"Ruellia_humilis" "NA" "non-woody/woody" "NA" "NA" -0.961009615 0.788202933 0.547147969 NA
"Rumex_acetosa" "NA" "non-woody" "NA" "NA" -0.447927998 -0.119059497 1.059534263 -0.880068051
"Rumex_acetosella" "Temperate" "non-woody" "NA" "NA" 0.209860284 -0.083495616 0.433723575 0.465805722
"Rumex_crispus" "NA" "non-woody" "NA" "NA" -0.031726993 0.170597294 -0.141111245 NA
"Rumex_obtusifolius" "NA" "non-woody" "NA" "NA" 0.256816919 NA NA -0.380580792
"Rumex_pulcher" "NA" "non-woody" "NA" "NA" 0.327487311 NA NA 0.012578833
"Rumex_thyrsiflorus" "NA" "non-woody" "NA" "NA" 0.285936992 0.248888073 -1.09122378 NA
"Rungia_pectinata" "Temperate" "non-woody" "NA" "NA" -0.567656596 0.160656198 NA -1.119101159
"Ruscus_aculeatus" "Temperate" "woody" "NA" "NA" -0.485663445 1.498558748 -1.500503655 NA
"Rytidosperma_caespitosum" "NA" "non-woody" "NA" "NA" 0.392405951 -0.41087196 NA NA
"Rytidosperma_pumilum" "Temperate" "non-woody" "NA" "NA" NA NA 0.78297815 NA
"Rytidosperma_richardsonii" "NA" "non-woody" "NA" "NA" -0.161741172 0.000639896 NA NA
"Rytidosperma_setifolium" "NA" "non-woody" "NA" "NA" 0.699765141 -0.09518575 -0.25837749 0.186604544
"Salix_atrocinerea" "Temperate" "woody" "NA" "NA" 0.602157279 -0.162869364 0.040635838 NA
"Salix_caprea" "Temperate" "woody" "EcM-AM" "NA" 0.328020563 -0.460946105 0.640085602 0.006593505
"Salix_dasyclados" "Continental" "woody" "NA" "NA" NA NA NA 0.226931775
"Salix_gordejevii" "Continental" "woody" "NA" "NA" 0.817040351 -1.081211779 NA -0.561853217
"Salix_koreensis" "Continental" "woody" "AM" "NA" 0.098479859 0.116822894 NA NA
"Salix_lapponum" "Polar" "woody" "NA" "NA" NA NA NA -0.325601737
"Salix_phylicifolia" "Polar" "woody" "NA" "NA" NA NA NA 0.401352192
"Salix_planifolia" "Continental" "woody" "NA" "NA" NA NA NA 0.0053693
"Salix_pulchra" "Continental" "woody" "NA" "NA" NA NA NA 0.512061051
"Salix_raddeana" "NA" "woody" "NA" "NA" 0.881393332 -1.223578338 0.38132967 -0.289076078
"Salix_reticulata" "Continental" "woody" "NA" "NA" NA 0.608826436 NA NA
"Salix_viminalis" "NA" "woody" "EcM-AM" "NA" 0.854725845 -0.984970552 0.172371612 0.061419291
"Salsola_collina" "Continental" "non-woody" "NA" "NA" 0.217425814 -0.753253985 NA -0.336236675
"Salsola_kali" "Arid" "non-woody" "NA" "NA" 0.132537594 NA NA -0.496490777
"Salsola_laricifolia" "Arid" "woody" "NA" "NA" -0.936894913 NA NA 1.447411011
"Salsola_passerina" "Arid" "woody" "NA" "NA" -0.222980181 NA NA 1.472756259
"Salsola_tragus" "Temperate" "non-woody" "NA" "NA" 0.148177959 NA NA 0.490569801
"Salvia_azurea" "NA" "non-woody" "NA" "NA" -0.57025313 0.415545391 0.362366514 NA
"Salvia_chinensis" "NA" "non-woody" "AM" "NA" 0.877807324 -0.791300948 -0.405470584 0.198555119
"Salvia_dorrii" "NA" "woody" "NA" "NA" 0.286029579 NA NA NA
"Sambucus_nigra" "NA" "woody" "NA" "NA" -0.090250177 0.954324011 -0.777483237 0.233208663
"Sambucus_racemosa" "NA" "woody" "NA" "NA" 0.126196066 NA -0.079508314 0.521950222
"Sambucus_williamsii" "Temperate" "woody" "AM" "NA" 0.111302797 0.138301856 -0.980170475 0.66974521
"Sanguisorba_minor" "Temperate" "non-woody" "NA" "NA" -0.658349382 0.392960988 0.32654628 0.315412965
"Sanguisorba_officinalis" "NA" "non-woody" "NA" "NA" -0.420258769 0.177605019 -0.049224769 -0.158294947
"Sanicula_orthacantha" "NA" "woody" "AM" "NA" 0.334118529 -0.474901463 0.155777284 0.577225849
"Sapindus_mukorossi" "Temperate" "woody" "NA" "NA" 0.387070337 -0.005943664 -0.982300222 0.464989643
"Sapindus_saponaria" "Tropical" "woody" "NA" "NA" -0.151541979 0.451238846 -0.653706815 -0.587873267
"Saprosma_ternata" "Temperate" "woody" "AM" "NA" 0.797863351 -1.415256362 0.462717248 0.690763205
"Sarcandra_glabra" "NA" "woody" "NA" "NA" -0.792082925 1.007426281 -0.26454915 -0.114893647
"Sasa_kurilensis" "Continental" "woody" "NA" "NA" NA NA NA 0.136616555
"Sassafras_albidum" "Continental" "woody" "NA" "NA" -0.475975454 0.986815219 -0.645319899 0.368606715
"Sassafras_tzumu" "Temperate" "woody" "NA" "NA" -0.239518562 0.230437917 0.466332003 0.193855418
"Saussurea_alpina" "Polar" "non-woody" "NA" "NA" NA NA NA 0.066493828
"Saussurea_amurensis" "NA" "non-woody" "AM" "NA" 0.673017725 -0.424300064 -0.647794796 0.410314386
"Saussurea_mongolica" "NA" "non-woody" "AM" "NA" 0.329436765 -0.301877942 -0.143374216 0.440986641
"Saussurea_nivea" "NA" "non-woody" "AM" "NA" 0.154608744 0.025047313 -0.4074878 -0.191253614
"Scabiosa_columbaria" "NA" "non-woody" "NA" "NA" -0.12031533 0.187391752 -0.063738861 NA
"Schefflera_digitata" "NA" "woody" "AM" "NA" 0.406236084 0.146410084 -1.1262347 0.973995138
"Schefflera_heptaphylla" "NA" "woody" "AM" "NA" 0.360306069 0.041681933 -0.876105888 0.270889811
"Schefflera_minutistellata" "Temperate" "woody" "AM" "NA" 0.007714911 -0.111684306 0.505140298 0.355213229
"Schima_superba" "Temperate" "woody" "NA" "NA" 0.296646331 -0.299789101 0.302750862 -0.304624039
"Schima_wallichii" "Temperate" "woody" "AM" "NA" 0.676941512 -0.625293765 0.586466373 -0.142874701
"Schizachyrium_crinizonatum" "NA" "non-woody" "NA" "NA" NA -1.183974118 -0.147172666 -0.709833275
"Schizachyrium_scoparium" "NA" "non-woody" "NA" "NA" 0.035402487 -0.167391955 0.590594998 -0.37265184
"Schizolobium_parahyba" "Tropical" "woody" "NA" "None" -0.238004721 -0.043734926 0.467266671 -0.539746986
"Schoepfia_jasminodora" "NA" "woody" "NM" "NA" -0.101878347 -0.505652329 1.056499199 -0.520011064
"Scorzonera_divaricata" "NA" "non-woody" "NA" "NA" NA 1.101985675 NA -0.03032995
"Scorzonera_humilis" "NA" "non-woody" "NA" "NA" -0.321541841 0.849752656 -0.90450647 NA
"Secale_cereale" "NA" "non-woody" "NA" "NA" 0.170965517 0.253231765 -0.808042077 NA
"Securigera_varia" "NA" "non-woody" "AM" "Rhizobia" 0.185101362 NA -0.006977322 NA
"Sehima_nervosum" "NA" "non-woody" "NA" "NA" NA 0.223264433 0.729718653 -1.141038939
"Senecio_actinella" "Temperate" "non-woody" "NA" "NA" 0.012499308 NA NA -0.708000526
"Senecio_crassulus" "Continental" "non-woody" "NA" "NA" 0.035699482 -0.090845255 NA NA
"Senecio_eremophilus" "Temperate" "non-woody/woody" "NA" "NA" 0.409993454 NA NA 0.28443313
"Senecio_erucifolius" "NA" "non-woody" "NA" "NA" 0.141983435 -0.240689436 0.140266926 NA
"Senecio_filaginoides" "Arid" "woody" "NA" "NA" NA NA NA -0.031124995
"Senecio_glaucophyllus" "Temperate" "non-woody" "NA" "NA" 0.243100424 NA NA -0.375726373
"Senna_marilandica" "NA" "non-woody/woody" "NA" "None" -0.334325076 0.363916879 0.028300355 NA
"Senna_siamea" "Tropical" "woody" "NA" "None" NA NA NA -0.611583621
"Seriphidium_terrae-albae" "Arid" "non-woody" "NA" "NA" 0.813748889 NA NA -0.310161766
"Serissa_serissoides" "Temperate" "woody" "NA" "NA" 0.631514071 -0.263775476 NA NA
"Sesleria_caerulea" "NA" "non-woody" "NA" "NA" -0.031470602 -0.24887275 0.521397302 NA
"Setaria_glauca" "NA" "non-woody" "NA" "NA" 0.377382308 -0.590352595 0.288636547 NA
"Setaria_nigrirostris" "NA" "non-woody" "NA" "NA" NA 0.541714616 0.282744602 -0.66130343
"Setaria_viridis" "Continental" "non-woody" "NA" "NA" 0.609453244 NA NA -1.407982184
"Sextonia_rubra" "Tropical" "woody" "NA" "NA" -0.396731002 1.169410802 -0.468416578 NA
"Shepherdia_argentea" "NA" "woody" "NA" "Frankia" -0.511274715 NA -0.296719916 1.38377255
"Shorea_acuminata" "Tropical" "woody" "NA" "NA" 0.819714481 -0.661799636 -0.74862 NA
"Shorea_leprosula" "Tropical" "woody" "NA" "NA" 0.753275915 -0.977936837 0.089088615 NA
"Shorea_multiflora" "Tropical" "woody" "NA" "NA" -1.039470501 0.510422161 0.932293521 NA
"Sida_acuta" "Temperate" "non-woody/woody" "NA" "NA" -0.544498605 0.027834334 NA -0.166533625
"Sideritis_pusilla" "Arid" "non-woody" "NA" "NA" -0.237336014 -0.458445248 -0.257241926 NA
"Silene_gallica" "NA" "non-woody" "NA" "NA" 0.556733598 NA NA -1.08419811
"Silene_latifolia" "NA" "non-woody" "NA" "NA" -0.030455399 0.167614837 -0.01641485 NA
"Silene_rupestris" "Temperate" "non-woody" "NA" "NA" -0.599508548 0.569506176 NA -0.224269086
"Silene_vulgaris" "NA" "non-woody" "NA" "NA" 0.44039611 -0.025871346 -0.779697294 NA
"Silphium_integrifolium" "NA" "non-woody" "NA" "NA" -0.525270662 0.650042687 -0.10465467 NA
"Silphium_laciniatum" "NA" "non-woody" "NA" "NA" -0.267486537 0.521031454 -0.40141133 NA
"Simmondsia_chinensis" "NA" "woody" "NA" "NA" -1.286504489 NA NA NA
"Sinapis_alba" "NA" "non-woody" "NA" "NA" -0.144751636 0.050058198 0.403618741 NA
"Sisymbrium_officinale" "NA" "non-woody" "NA" "NA" 1.079125997 NA NA 0.695713712
"Smilax_aspera" "Temperate" "woody" "NA" "NA" 0.014502451 0.170659293 0.057370415 NA
"Smilax_trinervula" "NA" "woody" "AM" "NA" 0.106791133 0.251092937 -0.724574855 -0.379539039
"Solanum_carolinense" "NA" "non-woody" "NA" "NA" 0.144830342 -0.213734949 0.108194031 NA
"Solanum_melongena" "NA" "non-woody/woody" "NA" "NA" 0.727510342 -0.351881385 -0.885139252 NA
"Solanum_nigrum" "Temperate" "non-woody" "NA" "NA" 0.009892957 0.046967208 NA 0.385930743
"Solanum_pimpinellifolium" "NA" "non-woody" "NA" "NA" 0.765189675 -0.472069898 -0.694807441 NA
"Solanum_rostratum" "NA" "non-woody" "NA" "NA" 0.542751793 -0.346867795 -0.463657113 NA
"Solidago_canadensis" "NA" "non-woody" "NA" "NA" 0.411321768 -0.236864127 NA NA
"Solidago_decurrens" "NA" "woody" "AM" "NA" 0.537968522 -0.093596556 -0.992544034 -0.65780904
"Solidago_missouriensis" "Arid" "non-woody" "NA" "NA" 0.190188096 0.372447937 -0.542371847 NA
"Solidago_mollis" "NA" "non-woody" "NA" "NA" -0.335453317 0.609283694 -0.423965674 NA
"Solidago_multiradiata" "Continental" "non-woody/woody" "NA" "NA" NA 1.102445647 NA NA
"Solidago_nana" "Temperate" "non-woody" "NA" "NA" 0.559024965 NA NA 0.188369087
"Solidago_nemoralis" "NA" "non-woody" "NA" "NA" -0.144171122 0.472472478 -0.487892728 0.157022057
"Solidago_petiolaris" "NA" "non-woody" "NA" "NA" -0.453953856 0.372750235 0.26222595 NA
"Solidago_ptarmicoides" "NA" "non-woody" "NA" "NA" -0.654272067 0.308954586 0.709657175 NA
"Solidago_rigida" "NA" "non-woody" "NA" "NA" -0.453059472 0.579555475 0.075422317 -0.403509486
"Solidago_speciosa" "NA" "non-woody" "NA" "NA" -0.165808572 0.268152563 0.367763533 -0.286553682
"Solidago_ulmifolia" "NA" "non-woody" "NA" "NA" -0.317383909 0.264605788 0.17890566 NA
"Solidago_velutina" "Temperate" "non-woody" "NA" "NA" -0.205975562 NA NA 0.24640585
"Solidago_virgaurea" "NA" "non-woody" "NA" "NA" -0.119990093 -0.404026147 NA NA
"Sonchus_asper" "NA" "non-woody" "NA" "NA" 0.313673342 -0.19634403 -0.275707173 NA
"Sophora_davidii" "Temperate" "woody" "NA" "Rhizobia" -0.481471592 NA NA 0.111981823
"Sophora_flavescens" "Continental" "woody" "NA" "Rhizobia" -0.855208159 NA NA 0.859375199
"Sophora_microphylla" "NA" "woody" "AM" "Rhizobia" 0.024696225 -0.095453066 0.147325362 1.25462403
"Sorbus_aucuparia" "NA" "woody" "NA" "NA" NA -2.034435075 NA 0.065244516
"Sorbus_discolor" "NA" "woody" "NA" "NA" 0.173928976 -0.405295128 0.338960975 -0.333883671
"Sorbus_pohuashanensis" "Temperate" "woody" "AM" "NA" 0.11124496 -0.537361588 0.820353318 -0.022424744
"Sorghastrum_nutans" "NA" "non-woody" "NA" "NA" 0.090090712 -0.157691616 0.175765401 -0.708735185
"Sorghum_bicolor" "NA" "non-woody" "NA" "NA" 0.47318448 -0.475859501 -0.089561986 NA
"Sorghum_drummondii" "NA" "non-woody" "NA" "NA" 0.325034935 -0.419953615 0.066990936 NA
"Sorghum_intrans" "NA" "non-woody" "NA" "NA" NA -0.367382842 -0.42225714 -0.156095595
"Sorghum_plumosum" "NA" "non-woody" "NA" "NA" NA 0.873808677 0.35329658 -1.265352684
"Spartina_patens" "Temperate" "non-woody" "NA" "NA" NA NA NA -0.212334663
